LEA Code,LEA Name,School Code,School Name,School Type,Ward,Accountability Framework,Framework Weight,Framework Points Earned,Framework Points Possible,Framework STAR Score,Framework STAR Rating,School Year
168,Basis DC PCS,3068,BASIS DC PCS,Charter,2,High School,17,78,80,98,5,2019
168,Basis DC PCS,3068,BASIS DC PCS,Charter,2,Middle School,83,74,95,78,4,2019
169,Creative Minds International PCS,3069,Creative Minds International PCS,Charter,5,Elementary School with Pre-Kindergarten,59,59,100,59,3,2019
169,Creative Minds International PCS,3069,Creative Minds International PCS,Charter,5,Middle School,41,54,100,54,3,2019
170,DC Scholars PCS,3070,DC Scholars PCS,Charter,7,Elementary School with Pre-Kindergarten,59,28,95,29,2,2019
170,DC Scholars PCS,3070,DC Scholars PCS,Charter,7,Middle School,41,40,95,42,3,2019
171,Mundo Verde Bilingual PCS,3065,Mundo Verde Bilingual PCS,Charter,5,Elementary School with Pre-Kindergarten,100,69,100,69,4,2019
173,Ingenuity Prep PCS,200,Ingenuity Prep PCS,Charter,8,Elementary School with Pre-Kindergarten,100,47,95,50,3,2019
174,Sela PCS,197,Sela PCS,Charter,4,Elementary School with Pre-Kindergarten,100,56,85,66,4,2019
175,Somerset Preparatory Academy PCS,187,Somerset Preparatory Academy PCS,Charter,8,High School,23,19,85,22,2,2019
175,Somerset Preparatory Academy PCS,187,Somerset Preparatory Academy PCS,Charter,8,Middle School,77,17,95,18,1,2019
177,Lee Montessori PCS,228,Lee Montessori PCS,Charter,5,Elementary School with Pre-Kindergarten,100,54,90,60,4,2019
179,Democracy Prep Congress Heights PCS,234,Democracy Prep Congress Heights PCS,Charter,8,Elementary School with Pre-Kindergarten,52,4,95,4,1,2019
179,Democracy Prep Congress Heights PCS,234,Democracy Prep Congress Heights PCS,Charter,8,Middle School,48,5,95,5,1,2019
180,Harmony DC PCS,245,Harmony DC PCS - School of Excellence,Charter,5,Elementary School without Pre-Kindergarten,100,32,95,33,2,2019
181,District of Columbia International School,248,District of Columbia International School,Charter,4,High School,15,83,100,83,5,2019
181,District of Columbia International School,248,District of Columbia International School,Charter,4,Middle School,85,66,100,66,4,2019
184,Monument Academy PCS,260,Monument Academy PCS,Charter (Alternative),6,Alternative Framework,100,27,95,28,2,2019
185,Washington Global PCS,263,Washington Global PCS,Charter,6,Middle School,100,53,95,56,3,2019
186,Kingsman Academy PCS,267,Kingsman Academy PCS,Charter (Alternative),6,Alternative Framework,100,33,95,34,2,2019
188,The Children's Guild DC PCS,255,The Children's Guild PCS,Charter (Alternative),5,Alternative Framework,100,29,95,30,2,2019
191,Rocketship DC PCS,1016,Rocketship DC PCS - Legacy Prep,Charter,7,Elementary School with Pre-Kindergarten,100,50,85,58,3,2019
191,Rocketship DC PCS,286,Rocketship DC PCS - Rise Academy,Charter,8,Elementary School with Pre-Kindergarten,100,49,95,51,3,2019
194,Washington Leadership Academy PCS,283,Washington Leadership Academy PCS,Charter,5,High School,100,60,95,63,4,2019
314,Statesman College Preparatory Academy for Boys PCS,1037,Statesman College Preparatory Academy for Boys PCS,Charter,8,Elementary School without Pre-Kindergarten,100,35,95,37,2,2019
317,Digital Pioneers Academy PCS,1038,Digital Pioneers Academy PCS,Charter,7,Middle School,100,48,95,50,3,2019
