,Unnamed: 0_x,School_Code,STAR_Score_18,STAR_Rating_18,STAR_Score_19,STAR_Rating_19,STAR_Score_inc,STAR_Score_inc(%),STAR_Rating_inc,STAR_Rating_inc(%),Unnamed: 0_y,schoolname,level,schtype_raw_DC,Dist_Code,distname,pp_total_raw_DC_1819,pp_site_raw_DC_1819,pp_centshare_raw_DC_1819,schoolstloc_raw_DC_1819,enroll_raw_DC_1819,pp_total_raw_DC_1920,pp_site_raw_DC_1920,pp_centshare_raw_DC_1920,schoolstloc_raw_DC_1920,enroll_raw_DC_1920,pp_total_raw_DC_inc(%),pp_total_raw_DC_inc,pp_site_raw_DC_inc(%),pp_site_raw_DC_inc,pp_centshare_raw_DC_inc(%),pp_centshare_raw_DC_inc,schoolstloc_raw_DC_inc(%),schoolstloc_raw_DC_inc,enroll_raw_DC_inc(%),enroll_raw_DC_inc,diversity_Unnamed: 0,Ward,Total_Count_of_Students,diversity_At-Risk_(%),"diversity_Socieconomic_Diversity_Score,_2018-19_(%)","diversity_Socieconomic_Diversity_Score,_2016-17_(%)","diversity_Change_in_Socieconomic_Diversity_Score,_from_2016-17_to_2018-19_(percentage_points)",diversity_risk_level
56,65,221,31.72,2,61,4,-29.28,-0.48,-2,-0.5,54,Burrville Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19857.0,12982.0,6875.0,5153060.0,295.0,19176.0,12978.0,6198.0,5105376.0,311.0,0.0355131414267835,681.0,0.0003082139004468,4.0,0.1092287834785414,677.0,0.0093399585064841,47684.0,-0.0514469453376206,-16.0,26,7,336,68,32,31.999999284744263,7.152557373046875e-07,4
57,66,222,49.23,3,51,3,-1.7700000000000031,-0.0347058823529412,0,0.0,215,Paul PCS - International High School,4.0,Charter,138,Paul PCS,23433.0,10641.0,12792.0,10334625.0,465.0,25719.0,23060.0,2660.0,10475591.0,427.0,-0.0888837046541467,-2286.0,-0.538551604509974,-12419.0,3.8090225563909774,10132.0,-0.0134566154787829,-140966.0,0.0889929742388759,38.0,158,4,480,57,43,46.40657305717468,-3.4065730571746826,3
58,67,224,47.37,3,49,3,-1.6300000000000026,-0.033265306122449,0,0.0,58,Cleveland Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22738.0,15863.0,6875.0,6183968.0,304.0,22679.0,16481.0,6198.0,6230532.0,308.0,0.0026015256404603,59.0,-0.0374977246526303,-618.0,0.1092287834785414,677.0,-0.0074735191152216,-46564.0,-0.0129870129870129,-4.0,42,1,323,51,49,44.85981464385986,4.140185356140137,3
59,68,227,71.4,4,53,3,18.40000000000001,0.3471698113207548,1,0.3333333333333332,72,H.D. Cooke Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22164.0,15289.0,6875.0,7697043.0,387.0,20658.0,14460.0,6198.0,7468857.0,407.0,0.0729015393552134,1506.0,0.0573305670816044,829.0,0.1092287834785414,677.0,0.0305516627242963,228186.0,-0.0491400491400491,-20.0,88,1,426,44,44,48.57142567634583,-4.571425676345825,3
60,69,228,55.42,3,60,4,-4.579999999999998,-0.0763333333333332,-1,-0.25,205,Lee Montessori PCS - Brookland,2.0,Charter,177,Lee Montessori PCS,23187.0,23187.0,0.0,4659690.0,210.0,23755.0,23755.0,0.0,5327464.0,236.0,-0.0239107556303935,-568.0,-0.0239107556303935,-568.0,,0.0,-0.1253455677973609,-667774.0,-0.1101694915254237,-26.0,137,5,215,11,11,11.724138259887695,-0.7241382598876953,1
61,70,231,30.73,2,20,2,10.73,0.5365,0,0.0,63,Drew Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22743.0,15868.0,6875.0,4648964.0,236.0,22938.0,16741.0,6198.0,4698486.0,234.0,-0.008501177086058,-195.0,-0.0521474224956692,-873.0,0.1092287834785414,677.0,-0.010539990967303,-49522.0,0.0085470085470085,2.0,57,7,280,74,26,26.8774688243866,-0.8774688243865967,4
62,71,232,88.24,5,73,4,15.239999999999997,0.2087671232876711,1,0.25,67,Eaton Elementary School,2.0,DCPS,1,District of Columbia Public Schools,16802.0,9927.0,6875.0,7155504.0,474.0,17296.0,11099.0,6198.0,7248307.0,467.0,-0.0285615171137835,-494.0,-0.1055950986575366,-1172.0,0.1092287834785414,677.0,-0.0128034036085944,-92803.0,0.0149892933618842,7.0,67,3,495,6,6,5.031448602676392,0.9685513973236084,1
63,74,237,63.08,4,65,4,-1.9200000000000017,-0.0295384615384615,0,0.0,198,KIPP DC - Quest Academy PCS,2.0,Charter,129,KIPP DC PCS,18443.0,16015.0,2428.0,6733728.0,412.0,21080.0,17494.0,3586.0,7660627.0,403.0,-0.1250948766603415,-2637.0,-0.0845432719789641,-1479.0,-0.3229224762967094,-1158.0,-0.1209951874696418,-926899.0,0.022332506203474,9.0,125,7,427,58,42,44.9315071105957,-2.931507110595703,3
64,75,238,32.1,2,22,2,10.1,0.4590909090909092,0,0.0,70,Garfield Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22386.0,15511.0,6875.0,5805159.0,291.0,21442.0,15244.0,6198.0,5461344.0,288.0,0.0440257438671765,944.0,0.0175150879034373,267.0,0.1092287834785414,677.0,0.0629542837806957,343815.0,0.0104166666666667,3.0,85,8,326,83,17,22.25913405418396,-5.25913405418396,5
65,76,239,57.94,3,78,4,-20.06,-0.2571794871794872,-1,-0.25,71,Garrison Elementary School,2.0,DCPS,1,District of Columbia Public Schools,21141.0,14266.0,6875.0,5202060.0,277.0,22101.0,15903.0,6198.0,5668680.0,291.0,-0.043436948554364,-960.0,-0.1029365528516632,-1637.0,0.1092287834785414,677.0,-0.0823154596837358,-466620.0,-0.0481099656357388,-14.0,86,2,307,38,38,41.897231340408325,-3.897231340408325,2
66,77,242,49.15,3,34,2,15.15,0.4455882352941176,1,0.5,196,KIPP DC - Northeast Academy PCS,3.0,Charter,129,KIPP DC PCS,19985.0,17557.0,2428.0,5935818.0,329.0,21915.0,18330.0,3586.0,6468330.0,330.0,-0.0880675336527492,-1930.0,-0.0421713038734314,-773.0,-0.3229224762967094,-1158.0,-0.0823260408791759,-532512.0,-0.003030303030303,-1.0,123,5,334,48,48,46.31901979446411,1.680980205535889,3
67,78,243,55.52,3,43,3,12.520000000000003,0.2911627906976746,0,0.0,201,KIPP DC - Valor Academy PCS,3.0,Charter,129,KIPP DC PCS,19455.0,17027.0,2428.0,5833296.0,336.0,21803.0,18218.0,3586.0,6573087.0,333.0,-0.1076916020731092,-2348.0,-0.065374903941157,-1191.0,-0.3229224762967094,-1158.0,-0.1125484874914937,-739791.0,0.0090090090090089,3.0,127,7,340,54,46,47.53363132476807,-1.5336313247680664,3
68,79,245,55.0,3,33,2,22.0,0.6666666666666667,1,0.5,177,Harmony DC PCS - School of Excellence,2.0,Charter,180,Harmony DC PCS - School of Excellence,24606.0,,,2521344.0,112.0,24935.0,,,2474578.0,118.0,-0.013194305193503,-329.0,,,,,0.0188985758379811,46766.0,-0.0508474576271186,-6.0,91,5,122,67,33,47.422683238983154,-14.422683238983154,4
69,80,246,82.74,5,90,5,-7.260000000000005,-0.0806666666666667,0,0.0,74,Hardy Middle School,3.0,DCPS,1,District of Columbia Public Schools,19206.0,12331.0,6875.0,7815830.0,451.0,20119.0,13922.0,6198.0,8644812.0,474.0,-0.0453799890650629,-913.0,-0.1142795575348369,-1591.0,0.1092287834785414,677.0,-0.0958935833422404,-828982.0,-0.0485232067510548,-23.0,90,2,480,18,18,21.92513346672058,-3.925133466720581,1
70,81,247,18.59,1,22,2,-3.41,-0.155,-1,-0.5,55,C.W. Harris Elementary School,2.0,DCPS,1,District of Columbia Public Schools,23506.0,16631.0,6875.0,4874088.0,232.0,23973.0,17775.0,6198.0,4869200.0,235.0,-0.019480248613023,-467.0,-0.0643600562587904,-1144.0,0.1092287834785414,677.0,0.0010038610038609,4888.0,-0.0127659574468085,-3.0,27,7,262,80,20,26.31579041481018,-6.315790414810181,5
71,82,248,68.27,4,83,5,-14.730000000000004,-0.1774698795180723,-1,-0.1999999999999999,35,District of Columbia International School,4.0,Charter,181,District of Columbia International School,14049.0,,,13946845.0,1061.0,15164.0,,,17761728.0,1264.0,-0.0735294117647058,-1115.0,,,,,-0.2147810731027972,-3814883.0,-0.1606012658227847,-203.0,55,4,1066,19,19,18.46153736114502,0.5384626388549805,1
72,83,248,68.27,4,66,4,2.269999999999996,0.0343939393939394,0,0.0,35,District of Columbia International School,4.0,Charter,181,District of Columbia International School,14049.0,,,13946845.0,1061.0,15164.0,,,17761728.0,1264.0,-0.0735294117647058,-1115.0,,,,,-0.2147810731027972,-3814883.0,-0.1606012658227847,-203.0,55,4,1066,19,19,18.46153736114502,0.5384626388549805,1
73,84,249,27.46,2,36,2,-8.54,-0.2372222222222222,0,0.0,77,Hendley Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22187.0,15312.0,6875.0,7252656.0,366.0,20968.0,14770.0,6198.0,6533100.0,357.0,0.0581362075543685,1219.0,0.0366960054163845,542.0,0.1092287834785414,677.0,0.110140056022409,719556.0,0.0252100840336133,9.0,94,8,436,90,10,6.741571426391602,3.2584285736083984,5
74,85,251,30.0,2,26,2,4.0,0.1538461538461537,0,0.0,78,Houston Elementary School,2.0,DCPS,1,District of Columbia Public Schools,23169.0,16294.0,6875.0,5752459.0,277.0,24923.0,18725.0,6198.0,6069374.0,274.0,-0.0703767604221,-1754.0,-0.129826435246996,-2431.0,0.1092287834785414,677.0,-0.0522154344088863,-316915.0,0.010948905109489,3.0,97,7,296,65,35,26.75585150718689,8.24414849281311,4
75,86,252,87.57,5,61,4,26.569999999999997,0.4355737704918032,1,0.25,79,Hyde-Addison Elementary School,2.0,DCPS,1,District of Columbia Public Schools,17208.0,10333.0,6875.0,5422912.0,352.0,16754.0,10556.0,6198.0,5609920.0,376.0,0.0270980064462218,454.0,-0.02112542629784,-223.0,0.1092287834785414,677.0,-0.0333352347270549,-187008.0,-0.0638297872340425,-24.0,99,2,377,11,11,6.990879774093628,4.009120225906372,1
76,87,254,88.2,5,83,5,5.200000000000003,0.0626506024096384,0,0.0,82,Janney Elementary School,2.0,DCPS,1,District of Columbia Public Schools,15805.0,8930.0,6875.0,10357085.0,739.0,16239.0,10041.0,6198.0,10830304.0,752.0,-0.0267257836073649,-434.0,-0.1106463499651428,-1111.0,0.1092287834785414,677.0,-0.043693972025162,-473219.0,-0.0172872340425531,-13.0,104,3,748,1,1,0.0,1.0,1
77,88,255,23.41,2,30,2,-6.59,-0.2196666666666666,0,0.0,227,The Children's Guild PCS,3.0,Charter (Alternative),188,The Children's Guild PCS,35129.0,,,12351976.0,376.0,38221.0,,,11940494.0,331.0,-0.080897935689804,-3092.0,,,,,0.0344610532864051,411482.0,0.13595166163142,45.0,194,5,393,79,21,20.467835664749146,0.5321643352508545,4
78,89,257,49.0,3,42,3,7.0,0.1666666666666667,0,0.0,86,Ketcham Elementary School,2.0,DCPS,1,District of Columbia Public Schools,18623.0,11748.0,6875.0,4867500.0,300.0,19426.0,13229.0,6198.0,5537436.0,326.0,-0.0413363533408833,-803.0,-0.1119510167057222,-1481.0,0.1092287834785414,677.0,-0.1209830686982206,-669936.0,-0.0797546012269938,-26.0,108,8,334,83,17,14.56310749053955,2.436892509460449,5
79,90,258,75.17,4,67,4,8.170000000000002,0.1219402985074626,0,0.0,76,Hearst Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19015.0,12140.0,6875.0,5699158.0,331.0,19847.0,13649.0,6198.0,6112180.0,340.0,-0.0419206933037739,-832.0,-0.1105575500036633,-1509.0,0.1092287834785414,677.0,-0.0675735989450572,-413022.0,-0.0264705882352941,-9.0,93,3,353,8,8,5.128204822540283,2.871795177459717,1
80,91,259,27.81,2,60,4,-32.19,-0.5365,-2,-0.5,88,Kimball Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19018.0,12143.0,6875.0,5740448.0,343.0,18946.0,12749.0,6198.0,6531504.0,392.0,0.0038002744642668,72.0,-0.0475331398541062,-606.0,0.1092287834785414,677.0,-0.1211139118953307,-791056.0,-0.125,-49.0,110,7,384,83,17,19.086021184921265,-2.0860211849212646,5
81,92,260,30.31,2,28,2,2.3099999999999987,0.0825,0,0.0,211,Monument Academy PCS,3.0,Charter (Alternative),184,Monument Academy PCS,72601.0,,,8872448.0,128.0,76132.0,,,6689670.0,102.0,-0.0463799716282247,-3531.0,,,,,0.3262908334790804,2182778.0,0.2549019607843137,26.0,149,6,142,82,18,14.473682641983032,3.526317358016968,5
82,93,261,73.92,4,82,5,-8.079999999999998,-0.0985365853658536,-1,-0.1999999999999999,91,Lafayette Elementary School,2.0,DCPS,1,District of Columbia Public Schools,16317.0,9442.0,6875.0,12482751.0,887.0,16344.0,10147.0,6198.0,13583000.0,940.0,-0.0016519823788546,-27.0,-0.0694786636444269,-705.0,0.1092287834785414,677.0,-0.0810019141574026,-1100249.0,-0.0563829787234042,-53.0,130,4,904,4,4,2.2339046001434326,1.7660953998565674,1
83,94,262,72.65,4,66,4,6.650000000000006,0.1007575757575758,0,0.0,92,Langdon Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19586.0,12711.0,6875.0,6131963.0,353.0,20492.0,14294.0,6198.0,6715500.0,370.0,-0.0442123755611946,-906.0,-0.1107457674548761,-1583.0,0.1092287834785414,677.0,-0.0868940510758692,-583537.0,-0.0459459459459459,-17.0,131,5,425,64,36,49.226003885269165,-13.226003885269163,4
84,95,263,34.6,2,56,3,-21.4,-0.3821428571428571,-1,-0.3333333333333333,233,Washington Global PCS,3.0,Charter,185,Washington Global PCS,20828.0,,,4067712.0,216.0,21468.0,,,4488588.0,234.0,-0.0298118129308738,-640.0,,,,,-0.0937657900435504,-420876.0,-0.0769230769230768,-18.0,206,6,221,59,41,43.10345053672791,-2.1034505367279053,3
85,96,264,55.23,3,64,4,-8.770000000000003,-0.13703125,-1,-0.25,94,LaSalle-Backus Education Campus,3.0,DCPS,1,District of Columbia Public Schools,23166.0,16291.0,6875.0,7986092.0,382.0,25891.0,19694.0,6198.0,8541708.0,366.0,-0.105248928198988,-2725.0,-0.1727937442876003,-3403.0,0.1092287834785414,677.0,-0.0650474120632548,-555616.0,0.0437158469945355,16.0,133,4,446,58,42,48.23848009109497,-6.238480091094971,3
86,97,264,55.23,3,64,4,-8.770000000000003,-0.13703125,-1,-0.25,94,LaSalle-Backus Education Campus,3.0,DCPS,1,District of Columbia Public Schools,23166.0,16291.0,6875.0,7986092.0,382.0,25891.0,19694.0,6198.0,8541708.0,366.0,-0.105248928198988,-2725.0,-0.1727937442876003,-3403.0,0.1092287834785414,677.0,-0.0650474120632548,-555616.0,0.0437158469945355,16.0,133,4,446,58,42,48.23848009109497,-6.238480091094971,3
87,98,266,33.85,2,23,2,10.85,0.4717391304347826,0,0.0,96,Leckie Education Campus,3.0,DCPS,1,District of Columbia Public Schools,18808.0,11933.0,6875.0,8668194.0,529.0,19643.0,13446.0,6198.0,8454038.0,491.0,-0.0425087817543144,-835.0,-0.1125241707571025,-1513.0,0.1092287834785414,677.0,0.0253318000226636,214156.0,0.0773930753564153,38.0,136,8,576,49,49,41.48550629615784,7.514493703842163,3
88,99,266,33.85,2,50,3,-16.15,-0.3229999999999999,-1,-0.3333333333333333,96,Leckie Education Campus,3.0,DCPS,1,District of Columbia Public Schools,18808.0,11933.0,6875.0,8668194.0,529.0,19643.0,13446.0,6198.0,8454038.0,491.0,-0.0425087817543144,-835.0,-0.1125241707571025,-1513.0,0.1092287834785414,677.0,0.0253318000226636,214156.0,0.0773930753564153,38.0,136,8,576,49,49,41.48550629615784,7.514493703842163,3
89,100,267,25.94,2,34,2,-8.059999999999999,-0.2370588235294117,0,0.0,184,Kingsman Academy PCS,4.0,Charter (Alternative),186,Kingsman Academy PCS,29369.0,,,8284950.0,285.0,28792.0,,,6531822.0,242.0,0.0200402889691579,577.0,,,,,0.2683980059468858,1753128.0,0.1776859504132231,43.0,112,6,331,91,9,9.72222089767456,-0.7222208976745605,5
90,101,268,57.05,3,40,3,17.049999999999997,0.42625,0,0.0,169,Friendship PCS - Online,3.0,Charter,120,Friendship PCS,18302.0,15389.0,2913.0,3437809.0,191.0,18556.0,15727.0,2829.0,3396288.0,196.0,-0.0136882948911403,-254.0,-0.0214917021682456,-338.0,0.0296924708377519,84.0,0.0122254060904141,41521.0,-0.0255102040816326,-5.0,78,4,216,55,45,45.51724195480347,-0.5172419548034668,3
91,102,268,57.05,3,69,4,-11.950000000000005,-0.1731884057971014,-1,-0.25,169,Friendship PCS - Online,3.0,Charter,120,Friendship PCS,18302.0,15389.0,2913.0,3437809.0,191.0,18556.0,15727.0,2829.0,3396288.0,196.0,-0.0136882948911403,-254.0,-0.0214917021682456,-338.0,0.0296924708377519,84.0,0.0122254060904141,41521.0,-0.0255102040816326,-5.0,78,4,216,55,45,45.51724195480347,-0.5172419548034668,3
92,103,269,24.08,2,34,2,-9.920000000000002,-0.291764705882353,0,0.0,160,Friendship PCS - Armstrong Elementary,2.0,Charter,120,Friendship PCS,19924.0,17011.0,2913.0,6811386.0,401.0,21348.0,18519.0,2829.0,6236853.0,329.0,-0.0667041409031291,-1424.0,-0.0814298828230466,-1508.0,0.0296924708377519,84.0,0.0921190542730443,574533.0,0.2188449848024316,72.0,72,5,417,61,39,47.488582134246826,-8.488582134246826,4
93,104,270,44.8,3,43,3,1.7999999999999972,0.041860465116279,0,0.0,232,Two Rivers PCS - Young,2.0,Charter,149,Two Rivers PCS,18910.0,18910.0,0.0,6025468.0,332.0,20775.0,9072.0,11704.0,7415403.0,381.0,-0.0897713598074608,-1865.0,1.0844356261022927,9838.0,-1.0,-11704.0,-0.1874389025114347,-1389935.0,-0.1286089238845144,-49.0,202,5,341,20,20,19.02654767036438,0.97345232963562,2
94,105,271,77.61,4,52,3,25.61,0.4924999999999999,1,0.3333333333333332,97,Ludlow-Taylor Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20481.0,13606.0,6875.0,7968728.0,439.0,20686.0,14489.0,6198.0,8506188.0,459.0,-0.0099100841148602,-205.0,-0.0609427841811028,-883.0,0.1092287834785414,677.0,-0.0631845898538805,-537460.0,-0.0435729847494553,-20.0,138,6,448,21,21,24.932974576950077,-3.932974576950073,2
95,106,272,76.61,4,77,4,-0.3900000000000005,-0.0050649350649351,0,0.0,87,Key Elementary School,2.0,DCPS,1,District of Columbia Public Schools,17696.0,10821.0,6875.0,6354474.0,399.0,18133.0,11935.0,6198.0,6225836.0,382.0,-0.0240997077152153,-437.0,-0.0933389191453707,-1114.0,0.1092287834785414,677.0,0.0206619641121288,128638.0,0.044502617801047,17.0,109,3,404,1,1,0.0,1.0,1
96,107,273,87.12,5,86,5,1.1200000000000043,0.0130232558139535,0,0.0,101,Mann Elementary School,2.0,DCPS,1,District of Columbia Public Schools,17218.0,10343.0,6875.0,6134841.0,397.0,17262.0,11064.0,6198.0,6590220.0,426.0,-0.0025489514540609,-44.0,-0.0651663051337672,-721.0,0.1092287834785414,677.0,-0.0690992106485064,-455379.0,-0.068075117370892,-29.0,141,3,418,2,2,0.0,2.0,1
97,108,274,94.38,5,83,5,11.379999999999995,0.1371084337349397,0,0.0,103,Maury Elementary School,2.0,DCPS,1,District of Columbia Public Schools,17255.0,10380.0,6875.0,6304430.0,407.0,16692.0,10494.0,6198.0,6818897.0,457.0,0.0337287323268631,563.0,-0.0108633504859919,-114.0,0.1092287834785414,677.0,-0.0754472460868671,-514467.0,-0.1094091903719912,-50.0,144,6,431,9,9,8.010333776473999,0.989666223526001,1
98,109,280,45.31,3,25,2,20.31,0.8124,1,0.5,106,Miner Elementary School,2.0,DCPS,1,District of Columbia Public Schools,21511.0,14636.0,6875.0,6949972.0,361.0,22576.0,16379.0,6198.0,7440000.0,372.0,-0.0471739900779588,-1065.0,-0.1064167531595335,-1743.0,0.1092287834785414,677.0,-0.0658639784946236,-490028.0,-0.0295698924731182,-11.0,148,6,417,62,38,33.85416865348816,4.145831346511841,4
99,110,283,84.93,5,63,4,21.930000000000007,0.3480952380952382,1,0.25,236,Washington Leadership Academy PCS,4.0,Charter,194,Washington Leadership Academy PCS,20638.0,,,5845518.0,306.0,22494.0,,,8372628.0,396.0,-0.0825108917933671,-1856.0,,,,,-0.3018299630653601,-2527110.0,-0.2272727272727273,-90.0,209,5,316,55,45,45.45454382896423,-0.4545438289642334,3
100,111,284,83.7,5,68,4,15.700000000000005,0.2308823529411765,1,0.25,102,Marie Reed Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22831.0,15956.0,6875.0,8957626.0,437.0,23394.0,17197.0,6198.0,9693908.0,461.0,-0.024065999829016,-563.0,-0.0721637494911903,-1241.0,0.1092287834785414,677.0,-0.0759530624800648,-736282.0,-0.0520607375271149,-24.0,142,1,466,28,28,33.919596672058105,-5.9195966720581055,2
101,112,285,13.63,1,20,1,-6.369999999999999,-0.3185,0,0.0,107,Moten Elementary School,2.0,DCPS,1,District of Columbia Public Schools,21305.0,14430.0,6875.0,6019428.0,323.0,23419.0,17221.0,6198.0,5585294.0,286.0,-0.0902685853366924,-2114.0,-0.1620695662272806,-2791.0,0.1092287834785414,677.0,0.0777280479774207,434134.0,0.1293706293706293,37.0,150,8,403,83,17,16.04938507080078,0.9506149291992188,5
102,113,286,45.39,3,51,3,-5.609999999999999,-0.1099999999999999,0,0.0,220,Rocketship DC PCS - Rise Academy,2.0,Charter,191,Rocketship DC PCS,22463.0,21752.0,711.0,13034856.0,618.0,20520.0,19962.0,558.0,13504200.0,710.0,0.0946881091617932,1943.0,0.089670373710049,1790.0,0.2741935483870967,153.0,-0.0347554094281779,-469344.0,-0.1295774647887324,-92.0,171,8,654,80,20,24.263036251068115,-4.263036251068115,5
103,114,287,79.07,4,92,5,-12.930000000000009,-0.1405434782608696,-1,-0.1999999999999999,108,Murch Elementary School,2.0,DCPS,1,District of Columbia Public Schools,16791.0,9916.0,6875.0,8993965.0,601.0,16613.0,10416.0,6198.0,9293291.0,623.0,0.0107145006922289,178.0,-0.0480030721966205,-500.0,0.1092287834785414,677.0,-0.0322088267762195,-299326.0,-0.0353130016051363,-22.0,152,3,642,5,5,1.7482519149780271,3.2517480850219727,1
104,115,288,44.78,3,55,3,-10.22,-0.1858181818181817,0,0.0,109,Nalle Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20284.0,13409.0,6875.0,6674430.0,370.0,21127.0,14929.0,6198.0,6399027.0,347.0,-0.0399015477824584,-843.0,-0.1018152588920892,-1520.0,0.1092287834785414,677.0,0.0430382619107561,275403.0,0.0662824207492795,23.0,153,7,425,72,28,27.62148380279541,0.3785161972045898,4
105,116,290,25.08,2,30,2,-4.920000000000002,-0.164,0,0.0,110,Noyes Elementary School,2.0,DCPS,1,District of Columbia Public Schools,23168.0,16293.0,6875.0,4655840.0,224.0,23917.0,17720.0,6198.0,4816500.0,228.0,-0.0313166367019275,-749.0,-0.080530474040632,-1427.0,0.1092287834785414,677.0,-0.0333561714938233,-160660.0,-0.0175438596491228,-4.0,155,5,288,70,30,27.411168813705444,2.588831186294556,4
106,117,291,30.82,2,47,3,-16.18,-0.3442553191489361,-1,-0.3333333333333333,95,Lawrence E. Boone Elementary School,2.0,DCPS,1,District of Columbia Public Schools,18464.0,11589.0,6875.0,7002550.0,430.0,19688.0,13491.0,6198.0,7358918.0,427.0,-0.0621698496546119,-1224.0,-0.1409828774738715,-1902.0,0.1092287834785414,677.0,-0.0484266844663848,-356368.0,0.0070257611241217,3.0,135,8,458,77,23,25.245100259780884,-2.245100259780884,4
107,118,292,80.14,5,71,4,9.14,0.1287323943661971,1,0.25,111,Oyster-Adams Bilingual School,3.0,DCPS,1,District of Columbia Public Schools,18955.0,12080.0,6875.0,12113548.0,706.0,19190.0,12993.0,6198.0,12685774.0,731.0,-0.012245961438249,-235.0,-0.0702686061725544,-913.0,0.1092287834785414,677.0,-0.0451076930741474,-572226.0,-0.0341997264021888,-25.0,156,3,742,8,8,8.753710985183716,-0.7537109851837158,1
108,119,292,80.14,5,84,5,-3.86,-0.0459523809523809,0,0.0,111,Oyster-Adams Bilingual School,3.0,DCPS,1,District of Columbia Public Schools,18955.0,12080.0,6875.0,12113548.0,706.0,19190.0,12993.0,6198.0,12685774.0,731.0,-0.012245961438249,-235.0,-0.0702686061725544,-913.0,0.1092287834785414,677.0,-0.0451076930741474,-572226.0,-0.0341997264021888,-25.0,156,3,742,8,8,8.753710985183716,-0.7537109851837158,1
109,120,294,17.74,1,17,1,0.7399999999999984,0.0435294117647058,0,0.0,112,Patterson Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22011.0,15136.0,6875.0,7340176.0,386.0,22705.0,16508.0,6198.0,7739736.0,394.0,-0.0305659546355427,-694.0,-0.0831112188030046,-1372.0,0.1092287834785414,677.0,-0.0516244998537417,-399560.0,-0.0203045685279187,-8.0,157,8,442,90,10,11.92893385887146,-1.92893385887146,5
110,121,295,40.08,3,72,4,-31.92,-0.4433333333333333,-1,-0.25,113,Payne Elementary School,2.0,DCPS,1,District of Columbia Public Schools,21855.0,14980.0,6875.0,6735236.0,346.0,22966.0,16769.0,6198.0,6531387.0,321.0,-0.0483758599669076,-1111.0,-0.1066849543801061,-1789.0,0.1092287834785414,677.0,0.0312106754660228,203849.0,0.0778816199376946,25.0,160,6,361,45,45,48.00000190734863,-3.000001907348633,3
111,122,296,49.24,3,69,4,-19.76,-0.2863768115942029,-1,-0.25,50,Bruce-Monroe Elementary School @ Park View,2.0,DCPS,1,District of Columbia Public Schools,22121.0,15246.0,6875.0,8978959.0,451.0,22194.0,15996.0,6198.0,9314789.0,473.0,-0.003289177255114,-73.0,-0.04688672168042,-750.0,0.1092287834785414,677.0,-0.0360534199969532,-335830.0,-0.0465116279069767,-22.0,23,1,488,38,38,43.974632024765015,-5.974632024765015,2
112,123,299,45.35,3,44,3,1.3500000000000014,0.0306818181818182,0,0.0,116,Plummer Elementary School,2.0,DCPS,1,District of Columbia Public Schools,21110.0,14235.0,6875.0,6185728.0,331.0,22179.0,15981.0,6198.0,5630366.0,287.0,-0.0481987465620632,-1069.0,-0.1092547400037544,-1746.0,0.1092287834785414,677.0,0.0986369269777489,555362.0,0.1533101045296168,44.0,164,7,382,75,25,24.296677112579346,0.7033228874206543,4
113,124,300,59.92,3,62,4,-2.0799999999999983,-0.0335483870967742,-1,-0.25,117,Powell Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19845.0,12970.0,6875.0,9313280.0,535.0,20603.0,14405.0,6198.0,9610872.0,529.0,-0.0367907586273843,-758.0,-0.0996181881291218,-1435.0,0.1092287834785414,677.0,-0.0309640998236164,-297592.0,0.0113421550094519,6.0,165,4,567,33,33,40.63670635223389,-7.636706352233887,2
114,125,302,59.12,3,59,3,0.1199999999999974,0.0020338983050847,0,0.0,119,Raymond Education Campus,3.0,DCPS,1,District of Columbia Public Schools,22003.0,15128.0,6875.0,10995948.0,558.0,21844.0,15647.0,6198.0,9978100.0,517.0,0.0072788866507964,159.0,-0.0331692976289385,-519.0,0.1092287834785414,677.0,0.1020081979535181,1017848.0,0.079303675048356,41.0,167,4,624,46,46,45.02447247505188,0.97552752494812,3
115,126,302,59.12,3,75,4,-15.880000000000004,-0.2117333333333333,-1,-0.25,119,Raymond Education Campus,3.0,DCPS,1,District of Columbia Public Schools,22003.0,15128.0,6875.0,10995948.0,558.0,21844.0,15647.0,6198.0,9978100.0,517.0,0.0072788866507964,159.0,-0.0331692976289385,-519.0,0.1092287834785414,677.0,0.1020081979535181,1017848.0,0.079303675048356,41.0,167,4,624,46,46,45.02447247505188,0.97552752494812,3
