,Unnamed: 0_x,School_Code,STAR_Score_18,STAR_Rating_18,STAR_Score_19,STAR_Rating_19,STAR_Score_inc,STAR_Score_inc(%),STAR_Rating_inc,STAR_Rating_inc(%),Unnamed: 0_y,schoolname,level,schtype_raw_DC,Dist_Code,distname,pp_total_raw_DC_1819,pp_site_raw_DC_1819,pp_centshare_raw_DC_1819,schoolstloc_raw_DC_1819,enroll_raw_DC_1819,pp_total_raw_DC_1920,pp_site_raw_DC_1920,pp_centshare_raw_DC_1920,schoolstloc_raw_DC_1920,enroll_raw_DC_1920,pp_total_raw_DC_inc(%),pp_total_raw_DC_inc,pp_site_raw_DC_inc(%),pp_site_raw_DC_inc,pp_centshare_raw_DC_inc(%),pp_centshare_raw_DC_inc,schoolstloc_raw_DC_inc(%),schoolstloc_raw_DC_inc,enroll_raw_DC_inc(%),enroll_raw_DC_inc,diversity_Unnamed: 0,Ward,Total_Count_of_Students,diversity_At-Risk_(%),"diversity_Socieconomic_Diversity_Score,_2018-19_(%)","diversity_Socieconomic_Diversity_Score,_2016-17_(%)","diversity_Change_in_Socieconomic_Diversity_Score,_from_2016-17_to_2018-19_(percentage_points)",diversity_risk_level
116,127,305,72.96,4,70,4,2.9599999999999937,0.0422857142857142,0,0.0,124,Ross Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19996.0,13121.0,6875.0,3414870.0,190.0,22210.0,16012.0,6198.0,3541593.0,177.0,-0.09968482665466,-2214.0,-0.1805520859355484,-2891.0,0.1092287834785414,677.0,-0.035781356016911,-126723.0,0.0734463276836159,13.0,175,2,201,3,3,0.0,3.0,1
117,128,307,29.16,2,40,3,-10.84,-0.271,-1,-0.3333333333333333,125,Savoy Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22808.0,15933.0,6875.0,5543034.0,271.0,22160.0,15962.0,6198.0,5196650.0,265.0,0.0292418772563176,648.0,-0.0018168149354717,-29.0,0.1092287834785414,677.0,0.0666552490546794,346384.0,0.0226415094339622,6.0,176,8,292,88,12,20.95237970352173,-8.952379703521729,5
118,129,308,41.51,3,42,3,-0.490000000000002,-0.0116666666666667,0,0.0,100,Malcolm X Elementary School @ Green,2.0,DCPS,1,District of Columbia Public Schools,20612.0,13737.0,6875.0,4406578.0,242.0,22147.0,15949.0,6198.0,4525792.0,233.0,-0.0693096130401408,-1535.0,-0.1386920810082137,-2212.0,0.1092287834785414,677.0,-0.0263410249520967,-119214.0,0.0386266094420599,9.0,140,8,280,85,15,18.565398454666138,-3.5653984546661377,5
119,130,309,46.54,3,71,4,-24.46,-0.3445070422535211,-1,-0.25,129,Seaton Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22624.0,15749.0,6875.0,7941960.0,390.0,23378.0,17181.0,6198.0,8248284.0,393.0,-0.0322525451278979,-754.0,-0.0833478842907863,-1432.0,0.1092287834785414,677.0,-0.0371379065027344,-306324.0,-0.0076335877862595,-3.0,180,6,416,35,35,42.521995306015015,-7.521995306015015,2
120,131,313,67.39,4,77,4,-9.61,-0.1248051948051948,0,0.0,130,Shepherd Elementary School,2.0,DCPS,1,District of Columbia Public Schools,16732.0,9857.0,6875.0,5671735.0,379.0,18516.0,12318.0,6198.0,6186796.0,371.0,-0.096349103478073,-1784.0,-0.1997889267738268,-2461.0,0.1092287834785414,677.0,-0.083251654006371,-515061.0,0.0215633423180592,8.0,183,4,396,12,12,13.333332538604736,-1.3333325386047363,1
121,132,315,40.12,3,18,1,22.12,1.2288888888888887,2,2.0,131,Simon Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22475.0,15600.0,6875.0,4828435.0,241.0,23087.0,16889.0,6198.0,5147538.0,253.0,-0.0265084246545674,-612.0,-0.0763218663035111,-1289.0,0.1092287834785414,677.0,-0.0619913830650691,-319103.0,-0.0474308300395256,-12.0,185,8,290,70,30,30.072462558746334,-0.0724625587463378,4
122,133,316,20.98,2,49,3,-28.02,-0.5718367346938775,-1,-0.3333333333333333,118,Randle Highlands Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20405.0,13530.0,6875.0,5903576.0,329.0,18645.0,12447.0,6198.0,5631150.0,346.0,0.0943952802359882,1760.0,0.0870089178115207,1083.0,0.1092287834785414,677.0,0.0483783951768288,272426.0,-0.0491329479768786,-17.0,166,7,363,62,38,42.942941188812256,-4.942941188812256,4
123,134,319,20.72,2,39,2,-18.28,-0.4687179487179487,0,0.0,134,Stanton Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19070.0,12195.0,6875.0,7948292.0,473.0,20913.0,14715.0,6198.0,7904325.0,429.0,-0.0881270023430401,-1843.0,-0.1712538226299694,-2520.0,0.1092287834785414,677.0,0.0055623978012038,43967.0,0.1025641025641026,44.0,189,8,522,88,12,15.19230604171753,-3.1923060417175293,5
124,135,321,78.95,4,78,4,0.9500000000000028,0.0121794871794871,0,0.0,135,Stoddert Elementary School,2.0,DCPS,1,District of Columbia Public Schools,18367.0,11492.0,6875.0,7706635.0,463.0,17980.0,11783.0,6198.0,8017126.0,494.0,0.021523915461624,387.0,-0.0246965967919884,-291.0,0.1092287834785414,677.0,-0.0387284670341965,-310491.0,-0.0627530364372469,-31.0,191,3,487,4,4,3.9080440998077393,0.0919559001922607,1
125,136,322,25.48,2,16,1,9.48,0.5925,1,1.0,132,Smothers Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22734.0,15859.0,6875.0,4981494.0,249.0,23498.0,17301.0,6198.0,5021016.0,247.0,-0.0325134053962039,-764.0,-0.0833477833651233,-1442.0,0.1092287834785414,677.0,-0.0078713152875832,-39522.0,0.0080971659919029,2.0,186,7,288,72,28,22.92490005493164,5.075099945068359,4
126,137,324,30.48,2,44,3,-13.52,-0.3072727272727272,-1,-0.3333333333333333,137,Takoma Education Campus,3.0,DCPS,1,District of Columbia Public Schools,20777.0,13903.0,6875.0,9408160.0,508.0,21681.0,15483.0,6198.0,10267068.0,532.0,-0.0416954937502882,-904.0,-0.102047406833301,-1580.0,0.1092287834785414,677.0,-0.0836565999173278,-858908.0,-0.0451127819548872,-24.0,193,4,577,42,42,44.2307710647583,-2.230771064758301,3
127,138,324,30.48,2,46,3,-15.52,-0.337391304347826,-1,-0.3333333333333333,137,Takoma Education Campus,3.0,DCPS,1,District of Columbia Public Schools,20777.0,13903.0,6875.0,9408160.0,508.0,21681.0,15483.0,6198.0,10267068.0,532.0,-0.0416954937502882,-904.0,-0.102047406833301,-1580.0,0.1092287834785414,677.0,-0.0836565999173278,-858908.0,-0.0451127819548872,-24.0,193,4,577,42,42,44.2307710647583,-2.230771064758301,3
128,139,325,19.94,1,33,2,-13.06,-0.3957575757575757,-1,-0.5,138,Thomas Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22482.0,15607.0,6875.0,7129820.0,355.0,23057.0,16859.0,6198.0,6550644.0,326.0,-0.0249381966431019,-575.0,-0.0742630049231863,-1252.0,0.1092287834785414,677.0,0.0884151237649306,579176.0,0.0889570552147238,29.0,195,7,416,82,18,27.872860431671143,-9.872860431671144,5
129,140,326,43.67,3,61,4,-17.33,-0.2840983606557377,-1,-0.25,139,Thomson Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20965.0,14090.0,6875.0,6161234.0,331.0,22438.0,16240.0,6198.0,6364480.0,320.0,-0.0656475621713165,-1473.0,-0.1323891625615764,-2150.0,0.1092287834785414,677.0,-0.0319344235507064,-203246.0,0.034375,11.0,196,2,351,38,38,41.85303449630737,-3.853034496307373,2
130,141,327,56.88,3,61,4,-4.119999999999997,-0.0675409836065573,-1,-0.25,140,Truesdell Education Campus,3.0,DCPS,1,District of Columbia Public Schools,19946.0,13071.0,6875.0,10681251.0,609.0,20807.0,14610.0,6198.0,10202205.0,565.0,-0.0413803047051473,-861.0,-0.1053388090349075,-1539.0,0.1092287834785414,677.0,0.0469551435204449,479046.0,0.0778761061946902,44.0,198,4,676,49,49,44.91899609565735,4.081003904342651,3
131,142,327,56.88,3,79,4,-22.12,-0.2799999999999999,-1,-0.25,140,Truesdell Education Campus,3.0,DCPS,1,District of Columbia Public Schools,19946.0,13071.0,6875.0,10681251.0,609.0,20807.0,14610.0,6198.0,10202205.0,565.0,-0.0413803047051473,-861.0,-0.1053388090349075,-1539.0,0.1092287834785414,677.0,0.0469551435204449,479046.0,0.0778761061946902,44.0,198,4,676,49,49,44.91899609565735,4.081003904342651,3
132,143,328,63.62,4,37,2,26.62,0.7194594594594594,2,1.0,141,Tubman Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20733.0,13858.0,6875.0,10094708.0,548.0,20959.0,14761.0,6198.0,10565412.0,564.0,-0.0107829572021566,-226.0,-0.061174717160084,-903.0,0.1092287834785414,677.0,-0.0445514098267062,-470704.0,-0.0283687943262411,-16.0,199,1,613,52,48,46.67896628379822,1.3210337162017822,3
133,144,329,45.33,3,32,2,13.329999999999998,0.4165624999999999,1,0.5,142,Turner Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19375.0,12500.0,6875.0,8521065.0,497.0,18358.0,12160.0,6198.0,8097012.0,506.0,0.0553981915241312,1017.0,0.0279605263157893,340.0,0.1092287834785414,677.0,0.0523715415019763,424053.0,-0.0177865612648221,-9.0,200,8,537,82,18,17.148762941360474,0.8512370586395264,5
134,145,330,47.07,3,75,4,-27.93,-0.3723999999999999,-1,-0.25,143,Tyler Elementary School,2.0,DCPS,1,District of Columbia Public Schools,19659.0,12784.0,6875.0,8937984.0,512.0,19990.0,13792.0,6198.0,9281184.0,528.0,-0.0165582791395697,-331.0,-0.0730858468677494,-1008.0,0.1092287834785414,677.0,-0.0369780407327341,-343200.0,-0.0303030303030302,-16.0,203,6,549,38,38,32.68482685089111,5.315173149108887,2
135,146,332,50.92,3,28,2,22.92,0.8185714285714287,1,0.5,145,Walker-Jones Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21965.0,15090.0,6875.0,7555200.0,384.0,21734.0,15536.0,6198.0,7981920.0,414.0,0.0106285083279653,231.0,-0.028707518022657,-446.0,0.1092287834785414,677.0,-0.0534608214564916,-426720.0,-0.072463768115942,-30.0,205,6,449,82,18,24.611973762512207,-6.611973762512207,5
136,147,332,50.92,3,25,2,25.92,1.0368,1,0.5,145,Walker-Jones Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21965.0,15090.0,6875.0,7555200.0,384.0,21734.0,15536.0,6198.0,7981920.0,414.0,0.0106285083279653,231.0,-0.028707518022657,-446.0,0.1092287834785414,677.0,-0.0534608214564916,-426720.0,-0.072463768115942,-30.0,205,6,449,82,18,24.611973762512207,-6.611973762512207,5
137,148,333,73.94,4,70,4,3.9399999999999977,0.0562857142857142,0,0.0,147,Watkins Elementary School (Capitol Hill Cluster),2.0,DCPS,1,District of Columbia Public Schools,15828.0,8953.0,6875.0,6240420.0,444.0,15716.0,9519.0,6198.0,6223484.0,446.0,0.0071264952914227,112.0,-0.0594600273137935,-566.0,0.1092287834785414,677.0,0.0027213053010179,16936.0,-0.0044843049327354,-2.0,211,6,460,21,21,19.954127073287964,1.045872926712036,2
138,149,335,42.16,3,22,2,20.16,0.9163636363636364,1,0.5,149,Wheatley Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21913.0,15038.0,6875.0,6096168.0,312.0,21268.0,15070.0,6198.0,6672546.0,354.0,0.0303272522098927,645.0,-0.0021234240212342,-32.0,0.1092287834785414,677.0,-0.0863805210185137,-576378.0,-0.1186440677966101,-42.0,213,5,353,73,27,23.987537622451782,3.0124623775482178,4
139,150,335,42.16,3,40,3,2.1599999999999966,0.0539999999999998,0,0.0,149,Wheatley Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21913.0,15038.0,6875.0,6096168.0,312.0,21268.0,15070.0,6198.0,6672546.0,354.0,0.0303272522098927,645.0,-0.0021234240212342,-32.0,0.1092287834785414,677.0,-0.0863805210185137,-576378.0,-0.1186440677966101,-42.0,213,5,353,73,27,23.987537622451782,3.0124623775482178,4
140,151,336,55.27,3,63,4,-7.729999999999997,-0.1226984126984126,-1,-0.25,148,West Education Campus,3.0,DCPS,1,District of Columbia Public Schools,20445.0,13570.0,6875.0,6088656.0,336.0,21720.0,15522.0,6198.0,6556482.0,342.0,-0.0587016574585634,-1275.0,-0.125756990078598,-1952.0,0.1092287834785414,677.0,-0.0713532043556285,-467826.0,-0.0175438596491228,-6.0,212,4,377,39,39,37.46031522750855,1.539684772491455,2
141,152,336,55.27,3,87,5,-31.73,-0.3647126436781609,-2,-0.4,148,West Education Campus,3.0,DCPS,1,District of Columbia Public Schools,20445.0,13570.0,6875.0,6088656.0,336.0,21720.0,15522.0,6198.0,6556482.0,342.0,-0.0587016574585634,-1275.0,-0.125756990078598,-1952.0,0.1092287834785414,677.0,-0.0713532043556285,-467826.0,-0.0175438596491228,-6.0,212,4,377,39,39,37.46031522750855,1.539684772491455,2
142,153,338,45.39,3,65,4,-19.61,-0.3016923076923077,-1,-0.25,150,Whittier Education Campus,3.0,DCPS,1,District of Columbia Public Schools,22960.0,16085.0,6875.0,7302906.0,351.0,24285.0,18087.0,6198.0,8020524.0,366.0,-0.0545604282478896,-1325.0,-0.1106872339249184,-2002.0,0.1092287834785414,677.0,-0.0894727077682205,-717618.0,-0.040983606557377,-15.0,214,4,410,49,49,46.04105353355408,2.958946466445923,3
143,154,338,45.39,3,92,5,-46.61,-0.5066304347826087,-2,-0.4,150,Whittier Education Campus,3.0,DCPS,1,District of Columbia Public Schools,22960.0,16085.0,6875.0,7302906.0,351.0,24285.0,18087.0,6198.0,8020524.0,366.0,-0.0545604282478896,-1325.0,-0.1106872339249184,-2002.0,0.1092287834785414,677.0,-0.0894727077682205,-717618.0,-0.040983606557377,-15.0,214,4,410,49,49,46.04105353355408,2.958946466445923,3
144,155,339,59.25,3,51,3,8.25,0.161764705882353,0,0.0,81,J.O. Wilson Elementary School,2.0,DCPS,1,District of Columbia Public Schools,20579.0,13704.0,6875.0,8743410.0,477.0,21221.0,15023.0,6198.0,8834239.0,467.0,-0.0302530512228452,-642.0,-0.0877987086467416,-1319.0,0.1092287834785414,677.0,-0.0102814741598002,-90829.0,0.0214132762312633,10.0,103,6,528,46,46,45.05050778388977,0.9494922161102296,3
145,156,344,25.44,2,35,2,-9.56,-0.2731428571428571,0,0.0,89,King Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22881.0,16006.0,6875.0,5899410.0,295.0,21300.0,15103.0,6198.0,5704560.0,304.0,0.0742253521126761,1581.0,0.059789445805469,903.0,0.1092287834785414,677.0,0.0341568850183011,194850.0,-0.0296052631578946,-9.0,111,8,343,85,15,15.775400400161743,-0.7754004001617432,5
146,157,347,18.56,1,41,3,-22.44,-0.5473170731707317,-2,-0.6666666666666667,48,Brookland Middle School,3.0,DCPS,1,District of Columbia Public Schools,20704.0,13829.0,6875.0,4975290.0,270.0,20227.0,14029.0,6198.0,6492600.0,360.0,0.0235823404360508,477.0,-0.0142561836196449,-200.0,0.1092287834785414,677.0,-0.2336983642916551,-1517310.0,-0.25,-90.0,21,5,316,53,47,49.60629940032959,-2.60629940032959,3
147,158,349,59.19,3,60,4,-0.8100000000000023,-0.0135,-1,-0.25,62,Dorothy I. Height Elementary School,2.0,DCPS,1,District of Columbia Public Schools,22120.0,15245.0,6875.0,9573600.0,480.0,23212.0,17014.0,6198.0,9903656.0,476.0,-0.0470446320868516,-1092.0,-0.1039731985423768,-1769.0,0.1092287834785414,677.0,-0.0333266825907523,-330056.0,0.0084033613445377,4.0,56,4,500,41,41,38.416987657547,2.583012342453003,3
148,159,360,54.34,3,62,4,-7.659999999999997,-0.1235483870967741,-1,-0.25,56,Capitol Hill Montessori School @ Logan,3.0,DCPS,1,District of Columbia Public Schools,17471.0,10596.0,6875.0,5683400.0,362.0,20561.0,14363.0,6198.0,6067750.0,325.0,-0.1502845192354457,-3090.0,-0.2622711132771704,-3767.0,0.1092287834785414,677.0,-0.063343084339335,-384350.0,0.1138461538461539,37.0,31,6,383,18,18,13.573408126831056,4.426591873168945,1
149,160,360,54.34,3,70,4,-15.659999999999997,-0.2237142857142856,-1,-0.25,56,Capitol Hill Montessori School @ Logan,3.0,DCPS,1,District of Columbia Public Schools,17471.0,10596.0,6875.0,5683400.0,362.0,20561.0,14363.0,6198.0,6067750.0,325.0,-0.1502845192354457,-3090.0,-0.2622711132771704,-3767.0,0.1092287834785414,677.0,-0.063343084339335,-384350.0,0.1138461538461539,37.0,31,6,383,18,18,13.573408126831056,4.426591873168945,1
150,161,361,36.54,2,27,2,9.54,0.3533333333333333,0,0.0,162,Friendship PCS - Blow Pierce Elementary School,2.0,Charter,120,Friendship PCS,18095.0,15182.0,2913.0,5916310.0,395.0,19797.0,16968.0,2829.0,6279840.0,360.0,-0.0859726221144617,-1702.0,-0.1052569542668552,-1786.0,0.0296924708377519,84.0,-0.0578884175393004,-363530.0,0.0972222222222223,35.0,73,7,399,77,23,25.515460968017575,-2.515460968017578,4
151,162,362,50.93,3,20,1,30.93,1.5465,2,2.0,163,Friendship PCS - Blow Pierce Middle School,3.0,Charter,120,Friendship PCS,18095.0,15182.0,2913.0,3948642.0,249.0,19797.0,16968.0,2829.0,4219880.0,245.0,-0.0859726221144617,-1702.0,-0.1052569542668552,-1786.0,0.0296924708377519,84.0,-0.0642762353431851,-271238.0,0.0163265306122448,4.0,74,7,250,73,27,34.3478262424469,-7.347826242446899,4
152,163,362,50.93,3,71,4,-20.07,-0.2826760563380281,-1,-0.25,163,Friendship PCS - Blow Pierce Middle School,3.0,Charter,120,Friendship PCS,18095.0,15182.0,2913.0,3948642.0,249.0,19797.0,16968.0,2829.0,4219880.0,245.0,-0.0859726221144617,-1702.0,-0.1052569542668552,-1786.0,0.0296924708377519,84.0,-0.0642762353431851,-271238.0,0.0163265306122448,4.0,74,7,250,73,27,34.3478262424469,-7.347826242446899,4
153,164,363,53.06,3,47,3,6.060000000000002,0.128936170212766,0,0.0,164,Friendship PCS - Chamberlain Elementary School,2.0,Charter,120,Friendship PCS,18276.0,15363.0,2913.0,5385312.0,368.0,19216.0,16387.0,2829.0,6295168.0,374.0,-0.0489175686927559,-940.0,-0.0624885580032953,-1024.0,0.0296924708377519,84.0,-0.1445324413899676,-909856.0,-0.016042780748663,-6.0,75,6,372,57,43,42.89405941963196,0.1059405803680419,3
154,165,364,54.37,3,38,2,16.369999999999997,0.4307894736842104,1,0.5,165,Friendship PCS - Chamberlain Middle School,3.0,Charter,120,Friendship PCS,18276.0,15363.0,2913.0,4950210.0,314.0,19216.0,16387.0,2829.0,5073065.0,305.0,-0.0489175686927559,-940.0,-0.0624885580032953,-1024.0,0.0296924708377519,84.0,-0.0242171152942057,-122855.0,0.0295081967213115,9.0,76,6,316,52,48,43.93939375877381,4.060606241226196,3
155,166,364,54.37,3,47,3,7.369999999999997,0.1568085106382979,0,0.0,165,Friendship PCS - Chamberlain Middle School,3.0,Charter,120,Friendship PCS,18276.0,15363.0,2913.0,4950210.0,314.0,19216.0,16387.0,2829.0,5073065.0,305.0,-0.0489175686927559,-940.0,-0.0624885580032953,-1024.0,0.0296924708377519,84.0,-0.0242171152942057,-122855.0,0.0295081967213115,9.0,76,6,316,52,48,43.93939375877381,4.060606241226196,3
156,167,365,59.92,3,71,4,-11.079999999999998,-0.1560563380281689,-1,-0.25,174,Friendship PCS - Woodridge Elementary School,2.0,Charter,120,Friendship PCS,19935.0,17022.0,2913.0,5027970.0,285.0,20788.0,17959.0,2829.0,5608800.0,304.0,-0.0410332884356359,-853.0,-0.0521743972381535,-937.0,0.0296924708377519,84.0,-0.1035569105691056,-580830.0,-0.0625,-19.0,83,5,299,46,46,32.786887884140015,13.213112115859984,3
157,168,366,73.58,4,64,4,9.579999999999998,0.1496874999999999,0,0.0,175,Friendship PCS - Woodridge Middle School,3.0,Charter,120,Friendship PCS,19935.0,17022.0,2913.0,4004734.0,227.0,20788.0,17959.0,2829.0,4095900.0,222.0,-0.0410332884356359,-853.0,-0.0521743972381535,-937.0,0.0296924708377519,84.0,-0.0222578676237212,-91166.0,0.0225225225225225,5.0,84,5,229,37,37,30.150753259658813,6.8492467403411865,2
158,169,366,73.58,4,87,5,-13.420000000000002,-0.1542528735632183,-1,-0.1999999999999999,175,Friendship PCS - Woodridge Middle School,3.0,Charter,120,Friendship PCS,19935.0,17022.0,2913.0,4004734.0,227.0,20788.0,17959.0,2829.0,4095900.0,222.0,-0.0410332884356359,-853.0,-0.0521743972381535,-937.0,0.0296924708377519,84.0,-0.0222578676237212,-91166.0,0.0225225225225225,5.0,84,5,229,37,37,30.150753259658813,6.8492467403411865,2
159,170,370,14.26,1,32,2,-17.740000000000002,-0.5543750000000001,-1,-0.5,93,Langley Elementary School,2.0,DCPS,1,District of Columbia Public Schools,23538.0,16663.0,6875.0,6100440.0,290.0,25810.0,19612.0,6198.0,6894888.0,308.0,-0.0880278961642774,-2272.0,-0.1503671221700999,-2949.0,0.1092287834785414,677.0,-0.1152227563377389,-794448.0,-0.0584415584415584,-18.0,132,5,335,50,50,42.60563254356384,7.394367456436157,3
160,171,402,99.01,5,99,5,0.0100000000000051,0.0001010101010101,0,0.0,45,Benjamin Banneker High School,4.0,DCPS,1,District of Columbia Public Schools,17790.0,10915.0,6875.0,7529804.0,482.0,17725.0,11528.0,6198.0,8252940.0,523.0,0.0036671368124119,65.0,-0.0531748785565578,-613.0,0.1092287834785414,677.0,-0.0876216233245364,-723136.0,-0.0783938814531548,-41.0,15,1,488,25,25,21.20581865310669,3.794181346893311,2
161,172,404,32.78,2,21,2,11.78,0.5609523809523811,0,0.0,49,Browne Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21557.0,14682.0,6875.0,7072744.0,371.0,21317.0,15120.0,6198.0,8167246.0,433.0,0.0112586198808461,240.0,-0.0289682539682539,-438.0,0.1092287834785414,677.0,-0.1340111464745889,-1094502.0,-0.1431870669745958,-62.0,22,5,430,73,27,30.744338035583496,-3.744338035583496,4
162,173,404,32.78,2,39,2,-6.219999999999999,-0.1594871794871795,0,0.0,49,Browne Education Campus,3.0,DCPS,1,District of Columbia Public Schools,21557.0,14682.0,6875.0,7072744.0,371.0,21317.0,15120.0,6198.0,8167246.0,433.0,0.0112586198808461,240.0,-0.0289682539682539,-438.0,0.1092287834785414,677.0,-0.1340111464745889,-1094502.0,-0.1431870669745958,-62.0,22,5,430,73,27,30.744338035583496,-3.744338035583496,4
163,174,405,88.22,5,89,5,-0.7800000000000011,-0.0087640449438202,0,0.0,61,Deal Middle School,3.0,DCPS,1,District of Columbia Public Schools,15797.0,8922.0,6875.0,21019636.0,1507.0,16290.0,10092.0,6198.0,20935422.0,1458.0,-0.0302639656230816,-493.0,-0.1159334126040427,-1170.0,0.1092287834785414,677.0,0.0040225604241461,84214.0,0.0336076817558299,49.0,53,3,1549,7,7,5.894309282302856,1.1056907176971436,1
164,175,407,7.43,1,31,2,-23.57,-0.7603225806451613,-1,-0.5,68,Eliot-Hine Middle School,3.0,DCPS,1,District of Columbia Public Schools,27578.0,20703.0,6875.0,5723904.0,232.0,25790.0,19593.0,6198.0,5808278.0,262.0,0.0693291973633192,1788.0,0.0566528862348798,1110.0,0.1092287834785414,677.0,-0.0145265085452177,-84374.0,-0.1145038167938931,-30.0,68,6,271,60,40,37.99999952316284,2.000000476837158,4
165,176,409,58.29,3,54,3,4.289999999999999,0.0794444444444444,0,0.0,126,School Without Walls @ Francis-Stevens,3.0,DCPS,1,District of Columbia Public Schools,20096.0,13221.0,6875.0,8672056.0,472.0,19833.0,13635.0,6198.0,9783720.0,540.0,0.0132607270710431,263.0,-0.0303630363036303,-414.0,0.1092287834785414,677.0,-0.1136238567743148,-1111664.0,-0.1259259259259258,-68.0,177,2,499,15,15,18.471336364746094,-3.4713363647460938,1
166,177,409,58.29,3,62,4,-3.710000000000001,-0.0598387096774193,-1,-0.25,126,School Without Walls @ Francis-Stevens,3.0,DCPS,1,District of Columbia Public Schools,20096.0,13221.0,6875.0,8672056.0,472.0,19833.0,13635.0,6198.0,9783720.0,540.0,0.0132607270710431,263.0,-0.0303630363036303,-414.0,0.1092287834785414,677.0,-0.1136238567743148,-1111664.0,-0.1259259259259258,-68.0,177,2,499,15,15,18.471336364746094,-3.4713363647460938,1
167,178,413,20.83,2,44,3,-23.17,-0.5265909090909091,-1,-0.3333333333333333,75,Hart Middle School,3.0,DCPS,1,District of Columbia Public Schools,24910.0,18035.0,6875.0,8077839.0,357.0,22428.0,16230.0,6198.0,8661436.0,428.0,0.1106652398787231,2482.0,0.1112138016019717,1805.0,0.1092287834785414,677.0,-0.067378781070483,-583597.0,-0.1658878504672897,-71.0,92,8,425,82,18,16.618913412094116,1.3810865879058838,5
168,179,416,21.01,2,26,2,-4.989999999999998,-0.1919230769230768,0,0.0,84,Johnson Middle School,3.0,DCPS,1,District of Columbia Public Schools,23628.0,16753.0,6875.0,5854750.0,275.0,21324.0,15127.0,6198.0,6431308.0,337.0,0.108047270680923,2304.0,0.1074899186884379,1626.0,0.1092287834785414,677.0,-0.0896486375710819,-576558.0,-0.1839762611275964,-62.0,106,8,322,82,18,22.6190447807312,-4.619044780731201,5
169,180,417,5.72,1,2,1,3.72,1.86,0,0.0,90,Kramer Middle School,3.0,DCPS,1,District of Columbia Public Schools,25586.0,18711.0,6875.0,4755920.0,208.0,29800.0,23603.0,6198.0,5202912.0,208.0,-0.1414093959731543,-4214.0,-0.2072617887556667,-4892.0,0.1092287834785414,677.0,-0.0859118893419684,-446992.0,0.0,0.0,129,8,257,89,11,16.06217622756958,-5.06217622756958,5
170,181,420,55.13,3,31,2,24.130000000000003,0.7783870967741937,1,0.5,99,MacFarland Middle School,3.0,DCPS,1,District of Columbia Public Schools,19925.0,13050.0,6875.0,6363858.0,354.0,19209.0,13011.0,6198.0,9632000.0,560.0,0.0372741943880472,716.0,0.0029974636845746,39.0,0.1092287834785414,677.0,-0.3393004568106312,-3268142.0,-0.3678571428571429,-206.0,139,4,390,40,40,44.92753744125366,-4.927537441253662,3
171,182,421,20.45,2,26,2,-5.550000000000001,-0.2134615384615384,0,0.0,85,Kelly Miller Middle School,3.0,DCPS,1,District of Columbia Public Schools,20943.0,14068.0,6875.0,9083290.0,482.0,19689.0,13492.0,6198.0,9439210.0,538.0,0.0636903854944386,1254.0,0.0426919656092499,576.0,0.1092287834785414,677.0,-0.0377065453570796,-355920.0,-0.104089219330855,-56.0,107,7,564,71,29,31.625837087631226,-2.6258370876312256,4
172,183,427,12.33,1,32,2,-19.67,-0.6146875,-1,-0.5,133,Sousa Middle School,3.0,DCPS,1,District of Columbia Public Schools,22939.0,16064.0,6875.0,4920828.0,242.0,23425.0,17228.0,6198.0,5773642.0,289.0,-0.0207470651013873,-486.0,-0.0675644299976782,-1164.0,0.1092287834785414,677.0,-0.1477081537095649,-852814.0,-0.1626297577854671,-47.0,187,7,263,79,21,30.98039031028748,-9.980390310287476,4
173,184,428,53.53,3,61,4,-7.469999999999999,-0.1224590163934425,-1,-0.25,136,Stuart-Hobson Middle School (Capitol Hill Cluster),3.0,DCPS,1,District of Columbia Public Schools,18565.0,11690.0,6875.0,7355708.0,454.0,19084.0,12886.0,6198.0,8338901.0,487.0,-0.0271955564871095,-519.0,-0.0928139065652646,-1196.0,0.1092287834785414,677.0,-0.1179043857218115,-983193.0,-0.0677618069815194,-33.0,192,6,463,27,27,27.37818956375122,-0.3781895637512207,2
