,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
44,DC,2018-2019,1,1058,District of Columbia Public Schools,Bard HS Early College DC,1100030.0,1100030.0,9200100130100.0,110003000529.0,,09-11,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,1,District of Columbia Public Schools,Bard HS Early College DC,1100030.0,1100030.0,9200100130100.0,110003000529.0,,09-11,4.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1004073502,4214636,NRD,NRD,1,0,0,0,1,1,0
45,DC,2018-2019,1,205,District of Columbia Public Schools,Barnard Elementary School,1100030.0,1100030.0,9200100130100.0,110003000119.0,620.0,PK-05,2.0,620,October Count Day,18738,2472,21210,13361,974,14335,5377,1498,6875,11617560,1532640,13150429,23303.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Barnard Elementary School,1100030.0,1100030.0,9200100130100.0,110003000119.0,620.0,PK-05,2.0,620,October Count Day,18738,2472,21210,13361,974,14335,5377,1498,6875,11617560,1532640,13150429,23303.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
46,DC,2018-2019,1,206,District of Columbia Public Schools,Beers Elementary School,1100030.0,1100030.0,9200100130100.0,110003000118.0,489.0,PK-05,2.0,489,October Count Day,17782,2816,20598,12404,1318,13723,5377,1498,6875,8695398,1377024,10072210,22691.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Beers Elementary School,1100030.0,1100030.0,9200100130100.0,110003000118.0,489.0,PK-05,2.0,489,October Count Day,17782,2816,20598,12404,1318,13723,5377,1498,6875,8695398,1377024,10072210,22691.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
47,DC,2018-2019,1,402,District of Columbia Public Schools,Benjamin Banneker High School,1100030.0,1100030.0,9200100130100.0,110003000153.0,482.0,09-12,4.0,482,October Count Day,15622,2169,17790,10244,671,10915,5377,1498,6875,7529804,1045458,8574985,19883.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Benjamin Banneker High School,1100030.0,1100030.0,9200100130100.0,110003000153.0,482.0,09-12,4.0,482,October Count Day,15622,2169,17790,10244,671,10915,5377,1498,6875,7529804,1045458,8574985,19883.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
48,DC,2018-2019,1,212,District of Columbia Public Schools,Brent Elementary School,1100030.0,1100030.0,9200100130100.0,110003000113.0,432.0,PK-05,2.0,432,October Count Day,15183,1750,16933,9805,252,10058,5377,1498,6875,6559056,756000,7315008,19026.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Brent Elementary School,1100030.0,1100030.0,9200100130100.0,110003000113.0,432.0,PK-05,2.0,432,October Count Day,15183,1750,16933,9805,252,10058,5377,1498,6875,6559056,756000,7315008,19026.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
49,DC,2018-2019,1,213,District of Columbia Public Schools,Brightwood Education Campus,1100030.0,1100030.0,9200100130100.0,110003000112.0,757.0,PK-08,3.0,757,October Count Day,18419,2263,20682,13041,766,13807,5377,1498,6875,13943183,1713091,15656296,22775.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Brightwood Education Campus,1100030.0,1100030.0,9200100130100.0,110003000112.0,757.0,PK-08,3.0,757,October Count Day,18419,2263,20682,13041,766,13807,5377,1498,6875,13943183,1713091,15656296,22775.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
50,DC,2018-2019,1,347,District of Columbia Public Schools,Brookland Middle School,1100030.0,1100030.0,9200100130100.0,110003000494.0,270.0,06-08,3.0,270,October Count Day,18427,2276,20704,13050,779,13829,5377,1498,6875,4975290,614520,5589951,22797.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Brookland Middle School,1100030.0,1100030.0,9200100130100.0,110003000494.0,270.0,06-08,3.0,270,October Count Day,18427,2276,20704,13050,779,13829,5377,1498,6875,4975290,614520,5589951,22797.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
51,DC,2018-2019,1,404,District of Columbia Public Schools,Browne Education Campus,1100030.0,1100030.0,9200100130100.0,110003000152.0,371.0,PK-08,3.0,371,October Count Day,19064,2493,21557,13686,996,14682,5377,1498,6875,7072744,924903,7997521,23650.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Browne Education Campus,1100030.0,1100030.0,9200100130100.0,110003000152.0,371.0,PK-08,3.0,371,October Count Day,19064,2493,21557,13686,996,14682,5377,1498,6875,7072744,924903,7997521,23650.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
52,DC,2018-2019,1,296,District of Columbia Public Schools,Bruce-Monroe Elementary School @ Park View,1100030.0,1100030.0,9200100130100.0,110003000110.0,451.0,PK-05,2.0,451,October Count Day,19909,2212,22121,14531,715,15246,5377,1498,6875,8978959,997612,9976547,24214.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Bruce-Monroe Elementary School @ Park View,1100030.0,1100030.0,9200100130100.0,110003000110.0,451.0,PK-05,2.0,451,October Count Day,19909,2212,22121,14531,715,15246,5377,1498,6875,8978959,997612,9976547,24214.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
53,DC,2018-2019,1,219,District of Columbia Public Schools,Bunker Hill Elementary School,1100030.0,1100030.0,9200100130100.0,,,,,221,October Count Day,19037,2896,21933,13660,1398,15058,5377,1498,6875,4207177,640016,4847112,24026.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Bunker Hill Elementary School,1100030.0,1100030.0,9200100130100.0,110003000111.0,221.0,PK-05,2.0,221,October Count Day,19037,2896,21933,13660,1398,15058,5377,1498,6875,4207177,640016,4847112,24026.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
54,DC,2018-2019,1,220,District of Columbia Public Schools,Burroughs Elementary School,1100030.0,1100030.0,9200100130100.0,110003000107.0,273.0,PK-05,2.0,273,October Count Day,20873,2479,23352,15496,981,16477,5377,1498,6875,5698329,676767,6375195,25445.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Burroughs Elementary School,1100030.0,1100030.0,9200100130100.0,110003000107.0,273.0,PK-05,2.0,273,October Count Day,20873,2479,23352,15496,981,16477,5377,1498,6875,5698329,676767,6375195,25445.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
55,DC,2018-2019,1,221,District of Columbia Public Schools,Burrville Elementary School,1100030.0,1100030.0,9200100130100.0,110003000106.0,295.0,PK-05,2.0,295,October Count Day,17468,2389,19857,12091,891,12982,5377,1498,6875,5153060,704755,5857826,21950.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Burrville Elementary School,1100030.0,1100030.0,9200100130100.0,110003000106.0,295.0,PK-05,2.0,295,October Count Day,17468,2389,19857,12091,891,12982,5377,1498,6875,5153060,704755,5857826,21950.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
56,DC,2018-2019,1,247,District of Columbia Public Schools,C.W. Harris Elementary School,1100030.0,1100030.0,9200100130100.0,110003000185.0,232.0,PK-05,2.0,232,October Count Day,21009,2496,23506,15632,999,16631,5377,1498,6875,4874088,579072,5453320,25599.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,C.W. Harris Elementary School,1100030.0,1100030.0,9200100130100.0,110003000185.0,232.0,PK-05,2.0,232,October Count Day,21009,2496,23506,15632,999,16631,5377,1498,6875,4874088,579072,5453320,25599.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
57,DC,2018-2019,1,360,District of Columbia Public Schools,Capitol Hill Montessori School @ Logan,1100030.0,1100030.0,9200100130100.0,110003000446.0,362.0,PK-08,3.0,362,October Count Day,15700,1771,17471,10322,273,10596,5377,1498,6875,5683400,641102,6324358,19564.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Capitol Hill Montessori School @ Logan,1100030.0,1100030.0,9200100130100.0,110003000446.0,362.0,PK-08,3.0,362,October Count Day,15700,1771,17471,10322,273,10596,5377,1498,6875,5683400,641102,6324358,19564.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
58,DC,2018-2019,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
59,DC,2018-2019,1,224,District of Columbia Public Schools,Cleveland Elementary School,1100030.0,1100030.0,9200100130100.0,110003000103.0,304.0,PK-05,2.0,304,October Count Day,20342,2396,22738,14965,899,15863,5377,1498,6875,6183968,728384,6912468,24831.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cleveland Elementary School,1100030.0,1100030.0,9200100130100.0,110003000103.0,304.0,PK-05,2.0,304,October Count Day,20342,2396,22738,14965,899,15863,5377,1498,6875,6183968,728384,6912468,24831.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
60,DC,2018-2019,1,442,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
61,DC,2018-2019,1,455,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
62,DC,2018-2019,1,405,District of Columbia Public Schools,Deal Middle School,1100030.0,1100030.0,9200100130100.0,110003000138.0,1507.0,06-08,3.0,1507,October Count Day,13948,1849,15797,8570,352,8922,5377,1498,6875,21019636,2786443,23805709,17890.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Deal Middle School,1100030.0,1100030.0,9200100130100.0,110003000138.0,1507.0,06-08,3.0,1507,October Count Day,13948,1849,15797,8570,352,8922,5377,1498,6875,21019636,2786443,23805709,17890.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
63,DC,2018-2019,1,349,District of Columbia Public Schools,Dorothy I. Height Elementary School,1100030.0,1100030.0,9200100130100.0,110003000504.0,480.0,PK-05,2.0,480,October Count Day,19945,2175,22120,14568,678,15245,5377,1498,6875,9573600,1044000,10617754,24213.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dorothy I. Height Elementary School,1100030.0,1100030.0,9200100130100.0,110003000504.0,480.0,PK-05,2.0,480,October Count Day,19945,2175,22120,14568,678,15245,5377,1498,6875,9573600,1044000,10617754,24213.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
64,DC,2018-2019,1,231,District of Columbia Public Schools,Drew Elementary School,1100030.0,1100030.0,9200100130100.0,110003000097.0,236.0,PK-05,2.0,236,October Count Day,19699,3044,22743,14322,1547,15868,5377,1498,6875,4648964,718384,5367424,24836.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Drew Elementary School,1100030.0,1100030.0,9200100130100.0,110003000097.0,236.0,PK-05,2.0,236,October Count Day,19699,3044,22743,14322,1547,15868,5377,1498,6875,4648964,718384,5367424,24836.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
65,DC,2018-2019,1,471,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Duke Ellington School of the Arts,1100030.0,1100030.0,9200100130100.0,110003000016.0,545.0,09-12,4.0,545,October Count Day,14656,1520,16176,9278,23,9301,5377,1498,6875,7987520,828400,8815822,18269.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
66,DC,2018-2019,1,467,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Dunbar High School,1100030.0,1100030.0,9200100130100.0,110003000079.0,667.0,09-12,4.0,667,October Count Day,17420,2585,20005,12043,1087,13130,5377,1498,6875,11619140,1724195,13343448,22098.95544,1004073502,4214636,DCPS,5,1,0,0,0,1,0,0
67,DC,2018-2019,1,457,District of Columbia Public Schools,Eastern High School,1100030.0,1100030.0,9200100130100.0,110003000078.0,744.0,09-12,4.0,744,October Count Day,17896,3166,21062,12519,1668,14187,5377,1498,6875,13314624,2355504,15669996,23155.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Eastern High School,1100030.0,1100030.0,9200100130100.0,110003000078.0,744.0,09-12,4.0,744,October Count Day,17896,3166,21062,12519,1668,14187,5377,1498,6875,13314624,2355504,15669996,23155.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
68,DC,2018-2019,1,232,District of Columbia Public Schools,Eaton Elementary School,1100030.0,1100030.0,9200100130100.0,110003000096.0,474.0,PK-05,2.0,474,October Count Day,15096,1706,16802,9718,209,9927,5377,1498,6875,7155504,808644,7964113,18895.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Eaton Elementary School,1100030.0,1100030.0,9200100130100.0,110003000096.0,474.0,PK-05,2.0,474,October Count Day,15096,1706,16802,9718,209,9927,5377,1498,6875,7155504,808644,7964113,18895.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
69,DC,2018-2019,1,407,District of Columbia Public Schools,Eliot-Hine Middle School,1100030.0,1100030.0,9200100130100.0,110003000151.0,232.0,06-08,3.0,232,October Count Day,24672,2906,27578,19295,1408,20703,5377,1498,6875,5723904,674192,6398107,29671.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Eliot-Hine Middle School,1100030.0,1100030.0,9200100130100.0,110003000151.0,232.0,06-08,3.0,232,October Count Day,24672,2906,27578,19295,1408,20703,5377,1498,6875,5723904,674192,6398107,29671.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
70,DC,2018-2019,1,318,District of Columbia Public Schools,Excel Academy,1100030.0,1100030.0,9200100130100.0,110003000519.0,469.0,PK-08,3.0,469,October Count Day,17722,2150,19872,12345,653,12997,5377,1498,6875,8311618,1008350,9320124,21965.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Excel Academy,1100030.0,1100030.0,9200100130100.0,110003000519.0,469.0,PK-08,3.0,469,October Count Day,17722,2150,19872,12345,653,12997,5377,1498,6875,8311618,1008350,9320124,21965.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
71,DC,2018-2019,1,238,District of Columbia Public Schools,Garfield Elementary School,1100030.0,1100030.0,9200100130100.0,110003000165.0,291.0,PK-05,2.0,291,October Count Day,19949,2437,22386,14571,940,15511,5377,1498,6875,5805159,709167,6514244,24479.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Garfield Elementary School,1100030.0,1100030.0,9200100130100.0,110003000165.0,291.0,PK-05,2.0,291,October Count Day,19949,2437,22386,14571,940,15511,5377,1498,6875,5805159,709167,6514244,24479.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
72,DC,2018-2019,1,239,District of Columbia Public Schools,Garrison Elementary School,1100030.0,1100030.0,9200100130100.0,110003000171.0,277.0,PK-05,2.0,277,October Count Day,18780,2361,21141,13403,863,14266,5377,1498,6875,5202060,653997,5856018,23234.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Garrison Elementary School,1100030.0,1100030.0,9200100130100.0,110003000171.0,277.0,PK-05,2.0,277,October Count Day,18780,2361,21141,13403,863,14266,5377,1498,6875,5202060,653997,5856018,23234.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
73,DC,2018-2019,1,227,District of Columbia Public Schools,H.D. Cooke Elementary School,1100030.0,1100030.0,9200100130100.0,110003000100.0,387.0,PK-05,2.0,387,October Count Day,19889,2274,22164,14512,777,15289,5377,1498,6875,7697043,880038,8577282,24257.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Cooke Elementary School,1100030.0,1100030.0,9200100130100.0,110003000100.0,387.0,PK-05,2.0,387,October Count Day,19889,2274,22164,14512,777,15289,5377,1498,6875,7697043,880038,8577282,24257.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
74,DC,2018-2019,1,464,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,H.D. Woodson High School,1100030.0,1100030.0,9200100130100.0,110003000055.0,455.0,09-12,4.0,455,October Count Day,23825,3401,27226,18447,1903,20351,5377,1498,6875,10840375,1547455,12387610,29319.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
75,DC,2018-2019,1,246,District of Columbia Public Schools,Hardy Middle School,1100030.0,1100030.0,9200100130100.0,110003000186.0,451.0,06-08,3.0,451,October Count Day,17330,1876,19206,11953,378,12331,5377,1498,6875,7815830,846076,8661754,21299.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Hardy Middle School,1100030.0,1100030.0,9200100130100.0,110003000186.0,451.0,06-08,3.0,451,October Count Day,17330,1876,19206,11953,378,12331,5377,1498,6875,7815830,846076,8661754,21299.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
76,DC,2018-2019,1,413,District of Columbia Public Schools,Hart Middle School,1100030.0,1100030.0,9200100130100.0,110003000135.0,357.0,06-08,3.0,357,October Count Day,22627,2283,24910,17250,786,18035,5377,1498,6875,8077839,815031,8892971,27003.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Hart Middle School,1100030.0,1100030.0,9200100130100.0,110003000135.0,357.0,06-08,3.0,357,October Count Day,22627,2283,24910,17250,786,18035,5377,1498,6875,8077839,815031,8892971,27003.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
77,DC,2018-2019,1,258,District of Columbia Public Schools,Hearst Elementary School,1100030.0,1100030.0,9200100130100.0,110003000183.0,331.0,PK-05,2.0,331,October Count Day,17218,1797,19015,11841,299,12140,5377,1498,6875,5699158,594807,6293927,21108.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Hearst Elementary School,1100030.0,1100030.0,9200100130100.0,110003000183.0,331.0,PK-05,2.0,331,October Count Day,17218,1797,19015,11841,299,12140,5377,1498,6875,5699158,594807,6293927,21108.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
78,DC,2018-2019,1,249,District of Columbia Public Schools,Hendley Elementary School,1100030.0,1100030.0,9200100130100.0,110003000182.0,366.0,PK-05,2.0,366,October Count Day,19816,2371,22187,14438,873,15312,5377,1498,6875,7252656,867786,8120283,24280.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Hendley Elementary School,1100030.0,1100030.0,9200100130100.0,110003000182.0,366.0,PK-05,2.0,366,October Count Day,19816,2371,22187,14438,873,15312,5377,1498,6875,7252656,867786,8120283,24280.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
79,DC,2018-2019,1,251,District of Columbia Public Schools,Houston Elementary School,1100030.0,1100030.0,9200100130100.0,110003000181.0,277.0,PK-05,2.0,277,October Count Day,20767,2402,23169,15390,904,16294,5377,1498,6875,5752459,665354,6417852,25262.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Houston Elementary School,1100030.0,1100030.0,9200100130100.0,110003000181.0,277.0,PK-05,2.0,277,October Count Day,20767,2402,23169,15390,904,16294,5377,1498,6875,5752459,665354,6417852,25262.95544,1004073502,4214636,DCPS,7,1,0,0,0,1,0,0
80,DC,2018-2019,1,252,District of Columbia Public Schools,Hyde-Addison Elementary School,1100030.0,1100030.0,9200100130100.0,110003000180.0,352.0,PK-05,2.0,352,October Count Day,15406,1802,17208,10028,304,10333,5377,1498,6875,5422912,634304,6057080,19301.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Hyde-Addison Elementary School,1100030.0,1100030.0,9200100130100.0,110003000180.0,352.0,PK-05,2.0,352,October Count Day,15406,1802,17208,10028,304,10333,5377,1498,6875,5422912,634304,6057080,19301.95544,1004073502,4214636,DCPS,2,1,0,0,0,1,0,0
81,DC,2018-2019,1,1071,District of Columbia Public Schools,Ida B. Wells MS,1100030.0,1100030.0,9200100130100.0,110003000524.0,,06-06,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,0,DC,2018-2019,1,District of Columbia Public Schools,Ida B. Wells MS,1100030.0,1100030.0,9200100130100.0,110003000524.0,,06-06,2.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1004073502,4214636,NRD,NRD,1,0,0,0,1,1,0
82,DC,2018-2019,1,339,District of Columbia Public Schools,J.O. Wilson Elementary School,1100030.0,1100030.0,9200100130100.0,110003000062.0,477.0,PK-05,2.0,477,October Count Day,18330,2249,20579,12952,752,13704,5377,1498,6875,8743410,1072773,9816203,22672.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,J.O. Wilson Elementary School,1100030.0,1100030.0,9200100130100.0,110003000062.0,477.0,PK-05,2.0,477,October Count Day,18330,2249,20579,12952,752,13704,5377,1498,6875,8743410,1072773,9816203,22672.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
83,DC,2018-2019,1,254,District of Columbia Public Schools,Janney Elementary School,1100030.0,1100030.0,9200100130100.0,110003000179.0,739.0,PK-05,2.0,739,October Count Day,14015,1790,15805,8638,292,8930,5377,1498,6875,10357085,1322810,11679608,17898.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Janney Elementary School,1100030.0,1100030.0,9200100130100.0,110003000179.0,739.0,PK-05,2.0,739,October Count Day,14015,1790,15805,8638,292,8930,5377,1498,6875,10357085,1322810,11679608,17898.95544,1004073502,4214636,DCPS,3,1,0,0,0,1,0,0
84,DC,2018-2019,1,433,District of Columbia Public Schools,Jefferson Middle School Academy,1100030.0,1100030.0,9200100130100.0,110003000453.0,341.0,06-08,3.0,341,October Count Day,18361,2225,20586,12984,728,13711,5377,1498,6875,6261101,758725,7019932,22679.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Jefferson Middle School Academy,1100030.0,1100030.0,9200100130100.0,110003000453.0,341.0,06-08,3.0,341,October Count Day,18361,2225,20586,12984,728,13711,5377,1498,6875,6261101,758725,7019932,22679.95544,1004073502,4214636,DCPS,6,1,0,0,0,1,0,0
