,schoolid_stateassigned,schoolname,level,schtype_raw_DC,distid_stateassigned,distname,year_1819,pp_total_raw_DC_1819,pp_site_raw_DC_1819,pp_centshare_raw_DC_1819,schoolstloc_raw_DC_1819,enroll_raw_DC_1819,year_1920,pp_total_raw_DC_1920,pp_site_raw_DC_1920,pp_centshare_raw_DC_1920,schoolstloc_raw_DC_1920,enroll_raw_DC_1920,pp_total_raw_DC_inc(%),pp_total_raw_DC_inc,pp_site_raw_DC_inc(%),pp_site_raw_DC_inc,pp_centshare_raw_DC_inc(%),pp_centshare_raw_DC_inc,schoolstloc_raw_DC_inc(%),schoolstloc_raw_DC_inc,enroll_raw_DC_inc(%),enroll_raw_DC_inc
17,1103,Center City PCS - Brightwood,3.0,Charter,156,Center City PCS,2018-2019,19236.0,15423.0,3812.0,4511646.0,258.0,2019-2020,20691.0,16919.0,3773.0,5020938.0,258.0,-0.0703204291721038,-1455.0,-0.0884213014953602,-1496.0,0.010336602173336873,39.0,-0.10143363650377679,-509292.0,0.0,0.0
18,1104,Center City PCS - Capitol Hill,3.0,Charter,156,Center City PCS,2018-2019,17404.0,13852.0,3552.0,4143792.0,262.0,2019-2020,19320.0,15647.0,3673.0,4703140.0,260.0,-0.09917184265010348,-1916.0,-0.11471847638524957,-1795.0,-0.032943098284780814,-121.0,-0.11893075689858268,-559348.0,0.007692307692307665,2.0
19,1105,Center City PCS - Congress Heights,3.0,Charter,156,Center City PCS,2018-2019,17735.0,14288.0,3446.0,4015000.0,250.0,2019-2020,18723.0,15267.0,3456.0,4407984.0,252.0,-0.05276932115579769,-988.0,-0.06412523744023058,-979.0,-0.0028935185185184897,-10.0,-0.08915277369427843,-392984.0,-0.007936507936507908,-2.0
20,1106,Center City PCS - Petworth,3.0,Charter,156,Center City PCS,2018-2019,19735.0,15996.0,3739.0,4485250.0,250.0,2019-2020,20409.0,16657.0,3752.0,4890645.0,255.0,-0.03302464598951438,-674.0,-0.039683016149366646,-661.0,-0.0034648187633262717,-13.0,-0.08289192938763701,-405395.0,-0.019607843137254943,-5.0
21,1107,Center City PCS - Shaw,3.0,Charter,156,Center City PCS,2018-2019,18951.0,15252.0,3699.0,3963590.0,230.0,2019-2020,20852.0,17127.0,3725.0,4532682.0,231.0,-0.0911663149817763,-1901.0,-0.10947626554562973,-1875.0,-0.006979865771812088,-26.0,-0.1255530390175177,-569092.0,-0.0043290043290042934,-1.0
22,1108,Center City PCS - Trinidad,3.0,Charter,156,Center City PCS,2018-2019,21089.0,17417.0,3672.0,3971088.0,207.0,2019-2020,22370.0,18695.0,3675.0,4629660.0,219.0,-0.057264193115780015,-1281.0,-0.0683605242043327,-1278.0,-0.0008163265306122547,-3.0,-0.14225061883594048,-658572.0,-0.0547945205479452,-12.0
23,109,Cesar Chavez PCS for Public Policy - Parkside High School,4.0,Charter,109,Cesar Chavez PCS for Public Policy,2018-2019,28872.0,25912.0,2959.0,9171400.0,350.0,2019-2020,32651.0,32651.0,0.0,10725723.0,369.0,-0.11573918103580294,-3779.0,-0.20639490367829472,-6739.0,inf,2959.0,-0.14491545231962455,-1554323.0,-0.051490514905149,-19.0
24,102,Cesar Chavez PCS for Public Policy - Parkside Middle School,3.0,Charter,109,Cesar Chavez PCS for Public Policy,2018-2019,27908.0,26083.0,1826.0,3488723.0,133.0,2019-2020,32651.0,32651.0,0.0,1642860.0,60.0,-0.14526354476126302,-4743.0,-0.2011576980796913,-6568.0,inf,1826.0,1.1235668285794285,1845863.0,1.2166666666666668,73.0
25,216,Community College Preparatory Academy PCS,,Charter,176,Community College Preparatory Academy PCS,2018-2019,12164.0,,,7500252.0,617.0,2019-2020,12020.0,,,7456800.0,624.0,0.011980033277870117,144.0,,,,,0.00582716446733178,43452.0,-0.011217948717948678,-7.0
26,3069,Creative Minds International PCS,3.0,Charter,169,Creative Minds International PCS,2018-2019,24753.0,,,11947152.0,496.0,2019-2020,23993.0,,,11244744.0,518.0,0.03167590547242938,760.0,,,,,0.062465450525152066,702408.0,-0.0424710424710425,-22.0
27,199,DC Bilingual PCS,2.0,Charter,114,DC Bilingual PCS,2018-2019,21650.0,,,8695296.0,444.0,2019-2020,25385.0,,,10168491.0,453.0,-0.14713413433129796,-3735.0,,,,,-0.14487842886422375,-1473195.0,-0.019867549668874163,-9.0
28,276,DC Prep PCS - Anacostia Elementary School,2.0,Charter,115,DC Prep PCS,2018-2019,19875.0,16422.0,3453.0,6792059.0,379.0,2019-2020,18697.0,15447.0,3250.0,7901226.0,459.0,0.06300476012194478,1178.0,0.06311905224315395,975.0,0.06246153846153857,203.0,-0.14037910066108727,-1109167.0,-0.17429193899782136,-80.0
29,1110,DC Prep PCS - Benning Elementary School,2.0,Charter,115,DC Prep PCS,2018-2019,19968.0,16515.0,3453.0,8098164.0,449.0,2019-2020,19552.0,16302.0,3250.0,8220485.0,455.0,0.02127659574468077,416.0,0.013065881486934217,213.0,0.06246153846153857,203.0,-0.014880022285789662,-122321.0,-0.01318681318681314,-6.0
30,218,DC Prep PCS - Benning Middle School,3.0,Charter,115,DC Prep PCS,2018-2019,18633.0,15179.0,3453.0,5767674.0,341.0,2019-2020,18701.0,15451.0,3250.0,5910444.0,342.0,-0.0036361691888134873,-68.0,-0.01760403857355508,-272.0,0.06246153846153857,203.0,-0.024155545674741208,-142770.0,-0.0029239766081871066,-1.0
31,130,DC Prep PCS - Edgewood Elementary School,2.0,Charter,115,DC Prep PCS,2018-2019,19194.0,15740.0,3453.0,7856871.0,451.0,2019-2020,19853.0,16603.0,3250.0,8151364.0,442.0,-0.03319397572155347,-659.0,-0.0519785580919111,-863.0,0.06246153846153857,203.0,-0.03612806396573631,-294493.0,0.020361990950226172,9.0
32,196,DC Prep PCS - Edgewood Middle School,3.0,Charter,115,DC Prep PCS,2018-2019,20193.0,16740.0,3453.0,6233442.0,334.0,2019-2020,20413.0,17163.0,3250.0,6492867.0,339.0,-0.010777445745358327,-220.0,-0.024646040901940225,-423.0,0.06246153846153857,203.0,-0.03995538488621442,-259425.0,-0.014749262536873142,-5.0
33,3070,DC Scholars PCS,3.0,Charter,170,DC Scholars PCS,2018-2019,20321.0,,,9866310.0,543.0,2019-2020,20332.0,,,9219114.0,554.0,-0.0005410190832185746,-11.0,,,,,0.07020153997444867,647196.0,-0.019855595667869985,-11.0
34,1038,Digital Pioneers Academy PCS,3.0,Charter,317,Digital Pioneers Academy PCS,2018-2019,34648.0,,,3382200.0,120.0,2019-2020,25650.0,,,5719491.0,243.0,0.35079922027290444,8998.0,,,,,-0.4086536721536934,-2337291.0,-0.5061728395061729,-123.0
35,248,District of Columbia International School,4.0,Charter,181,District of Columbia International School,2018-2019,14049.0,,,13946845.0,1061.0,2019-2020,15164.0,,,17761728.0,1264.0,-0.07352941176470584,-1115.0,,,,,-0.21478107310279726,-3814883.0,-0.16060126582278478,-203.0
36,202,Aiton Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,20775.0,13900.0,6875.0,4349788.0,244.0,2019-2020,22344.0,16147.0,6198.0,4316480.0,224.0,-0.07022019334049412,-1569.0,-0.13915897689973367,-2247.0,0.10922878347854148,677.0,0.007716472681444042,33308.0,0.08928571428571419,20.0
37,203,Amidon-Bowen Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,19992.0,13117.0,6875.0,5969451.0,339.0,2019-2020,21463.0,15265.0,6198.0,6332170.0,335.0,-0.06853655127428593,-1471.0,-0.14071405175237472,-2148.0,0.10922878347854148,677.0,-0.05728194284107979,-362719.0,0.011940298507462588,4.0
38,450,Anacostia High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,35043.0,28168.0,6875.0,9353600.0,296.0,2019-2020,38127.0,31929.0,6198.0,10549344.0,321.0,-0.0808875599968526,-3084.0,-0.11779260233643396,-3761.0,0.10922878347854148,677.0,-0.1133477114785526,-1195744.0,-0.07788161993769471,-25.0
39,452,Ballou High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,24518.0,17643.0,6875.0,13594750.0,650.0,2019-2020,28097.0,21900.0,6198.0,13821906.0,573.0,-0.12738014734669179,-3579.0,-0.19438356164383563,-4257.0,0.10922878347854148,677.0,-0.016434491740864088,-227156.0,0.13438045375218155,77.0
40,462,Ballou STAY High School,4.0,DCPS (Alternative),1,District of Columbia Public Schools,2018-2019,14675.0,7800.0,6875.0,6796280.0,524.0,2019-2020,16738.0,10540.0,6198.0,7365491.0,491.0,-0.12325247938821837,-2063.0,-0.2599620493358634,-2740.0,0.10922878347854148,677.0,-0.07728079499384355,-569211.0,0.06720977596741351,33.0
41,204,Bancroft Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,20840.0,13965.0,6875.0,10490067.0,567.0,2019-2020,20499.0,14301.0,6198.0,11166848.0,616.0,0.01663495780281954,341.0,-0.023494860499265746,-336.0,0.10922878347854148,677.0,-0.06060626955789139,-676781.0,-0.07954545454545459,-49.0
42,1058,Bard HS Early College DC,4.0,NRD,1,District of Columbia Public Schools,2018-2019,,,,,,2019-2020,22679.0,16482.0,6198.0,3461409.0,167.0,,,,,,,,,,
43,205,Barnard Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,21210.0,14335.0,6875.0,11617560.0,620.0,2019-2020,20881.0,14684.0,6198.0,11738466.0,646.0,0.015755950385518025,329.0,-0.023767365840370425,-349.0,0.10922878347854148,677.0,-0.01029998297903656,-120906.0,-0.04024767801857587,-26.0
44,206,Beers Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,20598.0,13723.0,6875.0,8695398.0,489.0,2019-2020,21323.0,15125.0,6198.0,8969275.0,479.0,-0.03400084415888949,-725.0,-0.09269421487603302,-1402.0,0.10922878347854148,677.0,-0.03053502094650906,-273877.0,0.02087682672233826,10.0
45,402,Benjamin Banneker High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,17790.0,10915.0,6875.0,7529804.0,482.0,2019-2020,17725.0,11528.0,6198.0,8252940.0,523.0,0.003667136812411931,65.0,-0.05317487855655789,-613.0,0.10922878347854148,677.0,-0.08762162332453649,-723136.0,-0.07839388145315485,-41.0
46,212,Brent Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,16933.0,10058.0,6875.0,6559056.0,432.0,2019-2020,16980.0,10782.0,6198.0,6637156.0,437.0,-0.0027679623085983263,-47.0,-0.06714895195696535,-724.0,0.10922878347854148,677.0,-0.011767088192593311,-78100.0,-0.011441647597253968,-5.0
47,213,Brightwood Education Campus,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,20682.0,13807.0,6875.0,13943183.0,757.0,2019-2020,22850.0,16653.0,6198.0,14553043.0,713.0,-0.09487964989059083,-2168.0,-0.1709001381132529,-2846.0,0.10922878347854148,677.0,-0.04190601237143321,-609860.0,0.06171107994389913,44.0
48,347,Brookland Middle School,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,20704.0,13829.0,6875.0,4975290.0,270.0,2019-2020,20227.0,14029.0,6198.0,6492600.0,360.0,0.023582340436050897,477.0,-0.01425618361964498,-200.0,0.10922878347854148,677.0,-0.23369836429165514,-1517310.0,-0.25,-90.0
49,404,Browne Education Campus,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,21557.0,14682.0,6875.0,7072744.0,371.0,2019-2020,21317.0,15120.0,6198.0,8167246.0,433.0,0.011258619880846199,240.0,-0.028968253968253976,-438.0,0.10922878347854148,677.0,-0.1340111464745889,-1094502.0,-0.14318706697459582,-62.0
50,296,Bruce-Monroe Elementary School @ Park View,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22121.0,15246.0,6875.0,8978959.0,451.0,2019-2020,22194.0,15996.0,6198.0,9314789.0,473.0,-0.0032891772551140175,-73.0,-0.046886721680420074,-750.0,0.10922878347854148,677.0,-0.03605341999695322,-335830.0,-0.046511627906976716,-22.0
51,219,Bunker Hill Elementary School,,DCPS,1,District of Columbia Public Schools,2018-2019,21933.0,15058.0,6875.0,4207177.0,221.0,2019-2020,22715.0,16518.0,6198.0,4593790.0,230.0,-0.034426590358793696,-782.0,-0.08838842474875896,-1460.0,0.10922878347854148,677.0,-0.08415992024015029,-386613.0,-0.03913043478260869,-9.0
52,346,Bunker Hill ES,2.0,NRD,1,District of Columbia Public Schools,2018-2019,,,,,,2019-2020,,,,,,,,,,,,,,,
53,220,Burroughs Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,23352.0,16477.0,6875.0,5698329.0,273.0,2019-2020,24377.0,18179.0,6198.0,6107835.0,285.0,-0.042047831972761185,-1025.0,-0.09362451179932885,-1702.0,0.10922878347854148,677.0,-0.06704601548666589,-409506.0,-0.04210526315789476,-12.0
54,221,Burrville Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,19857.0,12982.0,6875.0,5153060.0,295.0,2019-2020,19176.0,12978.0,6198.0,5105376.0,311.0,0.03551314142678352,681.0,0.00030821390044688535,4.0,0.10922878347854148,677.0,0.00933995850648417,47684.0,-0.05144694533762062,-16.0
55,247,C.W. Harris Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,23506.0,16631.0,6875.0,4874088.0,232.0,2019-2020,23973.0,17775.0,6198.0,4869200.0,235.0,-0.019480248613023,-467.0,-0.06436005625879049,-1144.0,0.10922878347854148,677.0,0.0010038610038609619,4888.0,-0.012765957446808529,-3.0
56,360,Capitol Hill Montessori School @ Logan,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,17471.0,10596.0,6875.0,5683400.0,362.0,2019-2020,20561.0,14363.0,6198.0,6067750.0,325.0,-0.15028451923544572,-3090.0,-0.26227111327717045,-3767.0,0.10922878347854148,677.0,-0.063343084339335,-384350.0,0.11384615384615393,37.0
57,454,Cardozo Education Campus,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,24539.0,17664.0,6875.0,16292640.0,746.0,2019-2020,27482.0,21284.0,6198.0,17583425.0,725.0,-0.10708827596244819,-2943.0,-0.1700808118774666,-3620.0,0.10922878347854148,677.0,-0.0734091907577733,-1290785.0,0.028965517241379413,21.0
58,224,Cleveland Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22738.0,15863.0,6875.0,6183968.0,304.0,2019-2020,22679.0,16481.0,6198.0,6230532.0,308.0,0.002601525640460345,59.0,-0.03749772465263035,-618.0,0.10922878347854148,677.0,-0.00747351911522165,-46564.0,-0.012987012987012991,-4.0
59,442,Columbia Heights Education Campus,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,18505.0,11630.0,6875.0,21011760.0,1320.0,2019-2020,18442.0,12245.0,6198.0,23983314.0,1481.0,0.0034161153887863893,63.0,-0.05022458146182118,-615.0,0.10922878347854148,677.0,-0.12390089209522925,-2971554.0,-0.10871033085752868,-161.0
60,455,Coolidge High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,29588.0,22713.0,6875.0,8655363.0,327.0,2019-2020,27240.0,21042.0,6198.0,10944693.0,457.0,0.08619676945668142,2348.0,0.07941260336469913,1671.0,0.10922878347854148,677.0,-0.2091726099580865,-2289330.0,-0.2844638949671773,-130.0
61,405,Deal Middle School,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,15797.0,8922.0,6875.0,21019636.0,1507.0,2019-2020,16290.0,10092.0,6198.0,20935422.0,1458.0,-0.030263965623081646,-493.0,-0.11593341260404277,-1170.0,0.10922878347854148,677.0,0.004022560424146171,84214.0,0.033607681755829955,49.0
62,349,Dorothy I. Height Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22120.0,15245.0,6875.0,9573600.0,480.0,2019-2020,23212.0,17014.0,6198.0,9903656.0,476.0,-0.04704463208685161,-1092.0,-0.10397319854237685,-1769.0,0.10922878347854148,677.0,-0.03332668259075233,-330056.0,0.008403361344537785,4.0
63,231,Drew Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22743.0,15868.0,6875.0,4648964.0,236.0,2019-2020,22938.0,16741.0,6198.0,4698486.0,234.0,-0.00850117708605802,-195.0,-0.05214742249566928,-873.0,0.10922878347854148,677.0,-0.01053999096730307,-49522.0,0.008547008547008517,2.0
64,471,Duke Ellington School of the Arts,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,16176.0,9301.0,6875.0,7987520.0,545.0,2019-2020,14580.0,8382.0,6198.0,7277436.0,558.0,0.10946502057613161,1596.0,0.10963970412789315,919.0,0.10922878347854148,677.0,0.09757337611763273,710084.0,-0.023297491039426577,-13.0
65,467,Dunbar High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,20005.0,13130.0,6875.0,11619140.0,667.0,2019-2020,22702.0,16505.0,6198.0,12937320.0,648.0,-0.11880010571755795,-2697.0,-0.20448348985156017,-3375.0,0.10922878347854148,677.0,-0.10188972677494257,-1318180.0,0.029320987654321007,19.0
66,457,Eastern High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,21062.0,14187.0,6875.0,13314624.0,744.0,2019-2020,22190.0,15992.0,6198.0,15325200.0,792.0,-0.05083370887787286,-1128.0,-0.11286893446723356,-1805.0,0.10922878347854148,677.0,-0.1311941116592279,-2010576.0,-0.06060606060606055,-48.0
67,232,Eaton Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,16802.0,9927.0,6875.0,7155504.0,474.0,2019-2020,17296.0,11099.0,6198.0,7248307.0,467.0,-0.02856151711378352,-494.0,-0.10559509865753669,-1172.0,0.10922878347854148,677.0,-0.012803403608594444,-92803.0,0.01498929336188426,7.0
68,407,Eliot-Hine Middle School,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,27578.0,20703.0,6875.0,5723904.0,232.0,2019-2020,25790.0,19593.0,6198.0,5808278.0,262.0,0.06932919736331922,1788.0,0.05665288623487985,1110.0,0.10922878347854148,677.0,-0.014526508545217753,-84374.0,-0.1145038167938931,-30.0
69,318,Excel Academy,3.0,DCPS,1,District of Columbia Public Schools,2018-2019,19872.0,12997.0,6875.0,8311618.0,469.0,2019-2020,19349.0,13152.0,6198.0,7469564.0,449.0,0.02702982066256654,523.0,-0.011785279805352822,-155.0,0.10922878347854148,677.0,0.11273134549754182,842054.0,0.04454342984409809,20.0
70,238,Garfield Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22386.0,15511.0,6875.0,5805159.0,291.0,2019-2020,21442.0,15244.0,6198.0,5461344.0,288.0,0.0440257438671765,944.0,0.017515087903437365,267.0,0.10922878347854148,677.0,0.06295428378069579,343815.0,0.01041666666666674,3.0
71,239,Garrison Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,21141.0,14266.0,6875.0,5202060.0,277.0,2019-2020,22101.0,15903.0,6198.0,5668680.0,291.0,-0.043436948554364085,-960.0,-0.10293655285166325,-1637.0,0.10922878347854148,677.0,-0.08231545968373588,-466620.0,-0.04810996563573888,-14.0
72,227,H.D. Cooke Elementary School,2.0,DCPS,1,District of Columbia Public Schools,2018-2019,22164.0,15289.0,6875.0,7697043.0,387.0,2019-2020,20658.0,14460.0,6198.0,7468857.0,407.0,0.07290153935521348,1506.0,0.057330567081604444,829.0,0.10922878347854148,677.0,0.030551662724296325,228186.0,-0.0491400491400491,-20.0
73,464,H.D. Woodson High School,4.0,DCPS,1,District of Columbia Public Schools,2018-2019,27226.0,20351.0,6875.0,10840375.0,455.0,2019-2020,27984.0,21786.0,6198.0,11414520.0,468.0,-0.027086906803887922,-758.0,-0.06586798861654275,-1435.0,0.10922878347854148,677.0,-0.050299530773085466,-574145.0,-0.02777777777777779,-13.0
