,Unnamed: 0_x,CODE,SCHOOL_x,TEST_TAKERS,AVG_READING_SCORE,AVG_MATH_SCORE,AVG_TOTAL,Unnamed: 0_y,SCHOOL_y,ETHNICITY,N_GRADS,GRAD_PERCENTAGE,YEAR,Unnamed: 0,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
10,7,442,Columbia Heights EC (CHEC),371,444,428,873.2883911132812,19,Columbia Heights EC (CHEC),All,220,0.8148148148148148,2019,60,DC,2018-2019,1,442,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
11,7,442,Columbia Heights EC (CHEC),371,444,428,873.2883911132812,19,Columbia Heights EC (CHEC),All,178,0.8018018018018018,2021,60,DC,2018-2019,1,442,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Columbia Heights Education Campus,1100030.0,1100030.0,9200100130100.0,110003000396.0,1320.0,06-12,4.0,1320,October Count Day,15918,2587,18505,10540,1090,11630,5377,1498,6875,21011760,3414840,24426586,20598.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
12,8,450,Anacostia HS,15,416,405,822.0,29,Anacostia HS,All,51,0.4903846153846153,2019,40,DC,2018-2019,1,450,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
13,8,450,Anacostia HS,15,416,405,822.0,30,Anacostia HS,All,42,0.7368421052631579,2021,40,DC,2018-2019,1,450,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
14,8,450,Anacostia HS,101,381,374,755.3465576171875,29,Anacostia HS,All,51,0.4903846153846153,2019,40,DC,2018-2019,1,450,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
15,8,450,Anacostia HS,101,381,374,755.3465576171875,30,Anacostia HS,All,42,0.7368421052631579,2021,40,DC,2018-2019,1,450,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Anacostia High School,1100030.0,1100030.0,9200100130100.0,110003000085.0,296.0,09-12,4.0,296,October Count Day,31600,3444,35043,26222,1946,28168,5377,1498,6875,9353600,1019424,10372772,37136.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
16,9,452,Ballou HS,10,379,383,762.0,38,Ballou HS,All,152,0.5823754789272031,2019,41,DC,2018-2019,1,452,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
17,9,452,Ballou HS,10,379,383,762.0,36,Ballou HS,All,131,0.6968085106382979,2021,41,DC,2018-2019,1,452,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
18,9,452,Ballou HS,240,396,381,778.5,38,Ballou HS,All,152,0.5823754789272031,2019,41,DC,2018-2019,1,452,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
19,9,452,Ballou HS,240,396,381,778.5,36,Ballou HS,All,131,0.6968085106382979,2021,41,DC,2018-2019,1,452,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Ballou High School,1100030.0,1100030.0,9200100130100.0,110003000084.0,650.0,09-12,4.0,650,October Count Day,20915,3604,24518,15537,2106,17643,5377,1498,6875,13594750,2342600,15936973,26611.95544,1004073502,4214636,DCPS,8,1,0,0,0,1,0,0
20,10,454,Cardozo EC,14,384,397,781.0,46,Cardozo EC,All,115,0.5299539170506913,2019,58,DC,2018-2019,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
21,10,454,Cardozo EC,14,384,397,781.0,44,Cardozo EC,All,78,0.6666666666666666,2021,58,DC,2018-2019,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
22,10,454,Cardozo EC,178,392,394,786.4044799804688,46,Cardozo EC,All,115,0.5299539170506913,2019,58,DC,2018-2019,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
23,10,454,Cardozo EC,178,392,394,786.4044799804688,44,Cardozo EC,All,78,0.6666666666666666,2021,58,DC,2018-2019,1,454,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Cardozo Education Campus,1100030.0,1100030.0,9200100130100.0,110003000082.0,746.0,06-12,4.0,746,October Count Day,21840,2699,24539,16463,1201,17664,5377,1498,6875,16292640,2013454,18306202,26632.95544,1004073502,4214636,DCPS,1,1,0,0,0,1,0,0
24,11,455,Coolidge HS,22,395,381,776.0,56,Coolidge HS,All,76,0.6608695652173913,2019,61,DC,2018-2019,1,455,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
25,11,455,Coolidge HS,22,395,381,776.0,53,Coolidge HS,All,69,0.711340206185567,2021,61,DC,2018-2019,1,455,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
26,11,455,Coolidge HS,126,401,387,789.2063598632812,56,Coolidge HS,All,76,0.6608695652173913,2019,61,DC,2018-2019,1,455,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
27,11,455,Coolidge HS,126,401,387,789.2063598632812,53,Coolidge HS,All,69,0.711340206185567,2021,61,DC,2018-2019,1,455,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Coolidge High School,1100030.0,1100030.0,9200100130100.0,110003000081.0,327.0,09-12,4.0,327,October Count Day,26469,3118,29588,21092,1621,22713,5377,1498,6875,8655363,1019586,9675156,31681.95544,1004073502,4214636,DCPS,4,1,0,0,0,1,0,0
28,12,456,Roosevelt STAY,2,360,420,780.0,64,Roosevelt STAY,All,14,0.0828402366863905,2019,124,DC,2018-2019,1,456,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0
29,12,456,Roosevelt STAY,2,360,420,780.0,62,Roosevelt STAY HS,All,20,0.1273885350318471,2021,124,DC,2018-2019,1,456,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0
30,12,456,Roosevelt STAY,34,388,368,757.058837890625,64,Roosevelt STAY,All,14,0.0828402366863905,2019,124,DC,2018-2019,1,456,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0,DC,2018-2019,1,District of Columbia Public Schools,Roosevelt STAY High School,1100030.0,1100030.0,9200100130100.0,110003000264.0,426.0,09-12,4.0,648,October Count Day,12553,1690,14242,7175,192,7367,5377,1498,6875,8134344,1095120,9229129,16335.95544,1004073502,4214636,DCPS (Alternative),4,1,0,0,0,1,0,0
